Name	Formula	Alpha	Reference_Alpha	ZPR	Reference_ZPR	Error
mp-31468             	 LiCaN                	0.742505527576807	0.948905	-48.659441094138735	-58.987478	-17.50886333174181
mp-315               	 PbF2                 	4.205033436716947	5.140026	-179.18887618185536	-204.966268	-12.576406874005555
mp-3159              	 Al2CdSe4             	0.36675490784919235	0.526445	-14.224408834224937	-16.271136	-12.578883034196641
mp-3163              	 BaSnO3               	0.8768801357388943	1.203736	-55.57954983172469	-63.605481	-12.618301193690066
mp-3167              	 Hg2GeSe4             	0.061486217187365834	0.063954	-1.0569904702943467	-0.920939	14.773125070644932
mp-3216              	 Li2ZrN2              	1.1568052596483502	1.531413	-95.8287871888192	-108.118557	-11.36693843516686
mp-32616             	 Ga2S3                	0.4746662184449893	0.774416	-19.53303110499455	-24.421566	-20.017286749774563
mp-3277              	 BAsO4                	1.341755269080567	2.091083	-158.69799852463768	-190.600737	-16.737993240478563
mp-3288              	 CsNO2                	7.630274005041933	78.736935	-451.44985837465896	-741.856434	-39.14592666663332
mp-32880             	 CuBr                 	0.1701925730328478	0.209274	-3.4199202478319832	-4.196352	-18.502541068242532
mp-3349              	 Sr3Ti2O7             	1.9746999329389432	2.361315	-169.6431141256256	-179.410554	-5.444183553646677
mp-33526             	 LiBiS2               	0.772232078981725	0.891839	-29.174591336591767	-28.858386	1.0957138649118072
mp-33588             	 Ca2NF                	1.4028400538194956	1.833202	-88.03037881923179	-105.053137	-16.203950369200513
mp-3359              	 Ba2SnO4              	1.6077252534642594	2.25443	-96.80875710482626	-113.490721	-14.698967235544954
mp-3395              	 SrSeO3               	3.3316949735045744	6.218386	-202.7697342517866	-218.735219	-7.2990005090188115
mp-34126             	 Cu4SnP10             	0.07875900724532302	0.11343	-1.2821561845548957	-1.33678	-4.08622327122671
mp-34169             	 Zn(InSe2)2           	0.225919347241976	0.306093	-5.908335200943771	-7.118985	-17.00593271451238
mp-3419              	 RbAuF4               	7.653941967177331	14.922607	-342.36431798689875	-283.407594	20.80280318349505
mp-3427              	 LiAlO2               	1.6202425170792853	2.219622	-158.88618466265063	-188.393464	-15.662581233364529
mp-34293             	 CsTaN2               	0.8207874219249096	3.281941	-75.01430093690512	-76.804497	-2.3308479750800037
mp-3432              	 ScNiSb               	0.20532928408112205	0.250483	-6.536734292693108	-7.897963	-17.23518719075908
mp-3448              	 KMgF3                	3.705894332862334	5.03255	-218.19692865061265	-242.072761	-9.863080939283114
mp-34579             	 Na3HfF7              	4.57306038951806	8.145301	-248.3779744330387	-270.905529	-8.31564961044457
mp-3486              	 KSnSb                	0.17635835023829094	0.155167	-2.5533602908663298	-2.266728	12.645200079865324
mp-34932             	 CaHN                 	1.177801956969514	1.625389	-77.17846018847143	-97.681188	-20.989433309849357
mp-35152             	 Sr2H5Rh              	0.5244602287375598	1.075077	-31.12252819890043	-31.724662	-1.8979991058677605
mp-3519              	 ZrSO                 	0.9626667838493179	1.329927	-62.95624070174408	-75.258373	-16.34652970541354
mp-35220             	 PHN2                 	1.0436046988338452	1.524378	-135.03560684383876	-148.316612	-8.954496045366266
mp-3524              	 LiPN2                	0.8751402668829255	1.230652	-107.19758648583834	-129.379365	-17.144757600380604
mp-35777             	 Mg(InTe2)2           	0.14694010391169016	0.209419	-3.533143073974967	-4.293041	-17.70069109577646
mp-3589              	 BPO4                 	1.3208209801604673	1.792382	-189.80596262408233	-224.457343	-15.43784663615023
mp-3595              	 ZnSiAs2              	0.08542966036007892	0.113102	-3.4050211234065517	-3.968975	-14.209055904697014
mp-36066             	 PNO                  	1.7943263035535788	2.733482	-243.43872498087546	-280.576162	-13.236134087230313
mp-36111             	 LiMgP                	0.5122920013013397	0.617762	-25.506117796845263	-30.510244	-16.40146241752356
mp-3614              	 KTaO3                	3.672220871620197	4.786916	-340.99555842730723	-389.546005	-12.46334090185131
mp-3637              	 YOF                  	4.147485958368361	4.721314	-296.9342444623062	-301.917606	-1.6505700358838238
mp-3642              	 ScCuO2               	1.1720423112138407	1.607709	-84.55224710325018	-105.361757	-19.75053424436517
mp-36508             	 SnHgF6               	2.8801544147510825	4.137886	-145.38902926166804	-150.616468	-3.470695341449618
mp-3654              	 RbCaF3               	5.120821275450502	7.933548	-237.5303820815055	-242.045149	-1.8652581706954603
mp-36582             	 NaHS                 	1.8404781566149435	2.415769	-59.391080908712226	-68.489907	-13.284915237638995
mp-3666              	 LiTaO3               	6.805192060176016	9.465961	-714.1165429697888	-754.695629	-5.376881019435613
mp-3668              	 CdGeP2               	0.0502053690226212	0.069366	-2.085180339452613	-2.598732	-19.76162453640418
mp-370               	 CdS                  	0.6963977129561609	0.846725	-22.310224640403284	-26.886301	-17.02010387965498
mp-37091             	 Sr(AlTe2)2           	0.500324306483157	0.821919	-14.614920635549296	-16.301025	-10.34354811707057
mp-37216             	 CdPbF6               	3.0831471372162382	4.389878	-143.38304375002832	-149.490453	-4.085484475702058
mp-3731              	 LiNbO3               	2.1947080605254037	3.254377	-210.36010678881195	-261.34247	-19.507875322058467
mp-3744              	 NaNbO2               	0.782945355612061	0.629152	-48.4159822039937	-35.635464	35.864604440098496
mp-3748              	 AlCuO2               	0.7575327718095105	1.017882	-67.08956109329151	-83.991842	-20.123717380443328
mp-3762              	 VCu3S4               	0.1299679274499978	0.171042	-6.184050938418426	-7.406695	-16.507282419237924
mp-3772              	 Cd(GaSe2)2           	0.2815093028338028	0.390746	-8.134906905171256	-9.811336	-17.086654608798888
mp-37906             	 LiMgN                	0.8199226497981229	0.999552	-65.44433764918034	-78.914134	-17.068927539418556
mp-380               	 ZnSe                 	0.24356176887620412	0.298453	-7.457416292563721	-9.105572	-18.10051809415465
mp-38011             	 KHS                  	2.48206228746073	3.171699	-62.73971692242995	-74.100258	-15.331311096879109
mp-38117             	 Ba(GaTe2)2           	0.34641322531993596	0.572129	-7.799923507938042	-9.213391	-15.341446944582707
mp-3813              	 Ba2ZrS4              	1.0547056314167789	1.494883	-42.164900646960824	-44.404402	-5.043421940552592
mp-3821              	 K2PtF6               	10.496040592080849	14.560867	-562.7458400373057	-376.970188	49.281258293376155
mp-3834              	 BaZrO3               	2.671267205849272	3.562928	-206.08275770752326	-235.70815	-12.568675411722815
mp-3839              	 GaCuTe2              	0.0068866202528448306	0.012969	-0.17278837797779095	-0.238417	-27.526821502748984
mp-3915              	 BaHgO2               	2.022584753598363	3.096473	-100.41429096708839	-106.09041	-5.350265903309841
mp-3924              	 LiNbO2               	1.6232640236817193	1.428777	-107.14083394140731	-85.653119	25.086903071687676
mp-3953              	 CaCO3                	3.999536024424078	8.194513	-399.56130194679855	-375.801162	6.322529664450206
mp-3980              	 LiSbF6               	4.635008678242183	6.167755	-294.2057343097194	-325.245171	-9.543396630562313
mp-3982              	 KCuO2                	2.547063365229067	4.761305	-159.93420456893054	-155.453094	2.8826126605949356
mp-4002              	 Li2ZrF6              	9.610776241232722	12.365422	-899.4746266183344	-815.381552	10.313340351160445
mp-4009              	 BaPdS2               	1.4761397682752515	2.227871	-31.53254575011248	-35.509531	-11.199768450581685
mp-4043              	 NbCu3Se4             	0.083059796559419	0.114009	-2.76237211610805	-3.396541	-18.671021014966406
mp-4047              	 Cs2SiF6              	3.688971162995118	6.729582	-187.85272008771648	-174.81233	7.459651208651286
mp-406               	 CdTe                 	0.1093503928220397	0.135791	-2.159099482764695	-2.677533	-19.36235770895465
mp-4081              	 TaCu3Se4             	0.09366112470733293	0.12437	-2.9803012540147877	-3.742219	-20.360052310813778
mp-4124              	 CaCN2                	1.606651873232966	2.519871	-169.34385954143286	-147.831478	14.551962702715358
mp-4156              	 Li2ZrO3              	2.290642007364744	3.091613	-199.9138599609442	-230.054504	-13.10152312386625
mp-4175              	 ZnSnP2               	0.04478496141492476	0.057585	-1.8669466794107168	-2.270267	-17.765325426008623
mp-4187              	 Ge2N2O               	0.7495411880024636	1.039499	-71.28636809697309	-83.053607	-14.168245459859326
mp-4190              	 CaSnO3               	1.3720919260586129	1.781784	-100.43654714561902	-119.235502	-15.76623953357531
mp-4200              	 ScPO4                	3.553550199545007	4.9862	-368.1896865465159	-395.565092	-6.920581721474078
mp-422               	 BeS                  	0.3752785181858715	0.460761	-31.29843570066103	-38.247038	-18.167687388861253
mp-4236              	 BaZnO2               	1.5443374604215623	2.074003	-87.0360813398768	-102.218278	-14.85272199569161
mp-4280              	 GaCuO2               	0.6503957399233945	0.851152	-47.12329476778193	-58.445694	-19.372512254227104
mp-4360              	 NaCdF3               	3.1443094047533937	4.081269	-157.54703029047153	-182.551023	-13.696988545240012
mp-4385              	 CdCO3                	2.033391058861193	3.936812	-187.2745877773152	-158.573234	18.09974675632533
mp-4405              	 Rb3AuO               	1.5141755809191444	2.295779	-35.08120233933775	-38.263687	-8.317245174680233
mp-4406              	 CaSO4                	2.0728266490066676	3.311794	-182.889341522035	-191.622767	-4.557613698358191
mp-441               	 Rb2Te                	2.0174264185587245	2.45665	-27.758636227944734	-32.882854	-15.58325129581291
mp-4452              	 Cd(GaS2)2            	0.4707003954800898	0.649045	-19.236213574025626	-22.96539	-16.238245577255046
mp-4495              	 KLiTe                	1.0981590315872292	1.479938	-30.220133920299855	-34.680664	-12.861720524440203
mp-4497              	 Si2N2O               	0.9558316307576554	1.266561	-122.82637109121839	-145.033867	-15.311938079111961
mp-4511              	 La2SO2               	1.898026684894439	2.349643	-109.46444550043564	-127.232223	-13.964840887488354
mp-4514              	 NaNbO3               	9.668149239429974	12.788332	-1183.5437849900882	-1063.215257	11.317419233581228
mp-4524              	 ZnGeP2               	0.09288018716065485	0.120596	-4.289799377842083	-5.360904	-19.97992544089423
mp-4531              	 NaNO3                	5.8067987333096145	12.228069	-513.9473907547609	-385.211327	33.41959457873391
mp-4533              	 Na2SiO3              	1.964130240514805	2.891236	-165.6612335522964	-177.791796	-6.822903373844986
mp-4547              	 La2TeO2              	1.2008302929706234	1.679368	-58.60657535621254	-60.170569	-2.5992668339025715
mp-4555              	 Ca(AsO3)2            	1.578430742071746	2.074138	-130.33072292751615	-149.121256	-12.600841473923637
mp-4586              	 LiAlTe2              	0.43750107356821255	0.638034	-18.148296375901758	-22.468897	-19.22925110252738
mp-463               	 KF                   	4.565788172157438	5.609998	-191.95353331108612	-218.989404	-12.345743764348475
mp-4636              	 ScCuO2               	1.02383315837593	1.331682	-73.71945313852639	-87.892229	-16.125175140880327
mp-4666              	 CdSiP2               	0.15091461353655206	0.203184	-7.479783716095506	-8.550284	-12.520055285935458
mp-468               	 AlF3                 	2.802821749875724	3.583812	-248.850398419541	-284.694224	-12.590289004408822
mp-4690              	 K3TaO8               	5.946594720976922	11.877346	-280.4042219194081	-275.611556	1.7389205260348661
mp-470               	 GeO2                 	0.916837429169202	1.232535	-81.34341481361545	-100.036789	-18.686499610043008
mp-4763              	 ZnSiP2               	0.11607218637476237	0.145406	-6.41429745785526	-7.455977	-13.971066999599651
mp-4782              	 CaSnF6               	4.236304871657451	5.785299	-252.4493455666595	-269.714022	-6.401104512593897
mp-4809              	 Ga2HgS4              	0.46416475659146195	0.67754	-17.243201525791534	-19.453817	-11.363402226968963
mp-4824              	 NaZnP                	0.5831364281336229	0.652614	-21.09515099905935	-22.675328	-6.968706256159342
mp-487               	 MnP4                 	0.22383162862325467	0.295538	-11.84736078210959	-15.037692	-21.215564315923015
mp-4961              	 Na2HgO2              	1.9073812011506168	2.46584	-101.93225129419153	-105.251363	-3.1535094759850923
mp-4979              	 AlCuS2               	0.20873613947185107	0.28435	-11.747682610799087	-14.302378	-17.862032378118606
mp-5012              	 Li2SiO3              	1.8301186975340218	2.470319	-187.1622464666977	-217.555842	-13.970480063367969
mp-5020              	 BaTiO3               	7.256647778453295	9.248048	-701.1336315248077	-740.729087	-5.345470587034251
mp-5038              	 CsGaS2               	1.6395124454758556	2.879925	-50.34307959793764	-50.600763	-0.5092480563235028
mp-504535            	 InHO2                	0.7327780926368136	1.234185	-95.19195559750315	-98.577618	-3.4345143159138294
mp-5046              	 BeSO4                	1.5112448647716352	2.145551	-196.6998419122951	-228.706691	-13.99471477977218
mp-504729            	 Cs2PdF6              	9.18612626027159	15.751706	-373.70155695552694	-281.515534	32.746336106456894
mp-5048              	 LiGaTe2              	0.5939604279081492	0.96046	-18.758218222466468	-22.762344	-17.591008103267093
mp-504838            	 CsPS3                	2.011161510344405	3.894635	-78.71813872913974	-67.331711	16.910943684677406
mp-505297            	 NbSbRu               	0.17819581623496675	0.218693	-6.466264848641381	-7.888083	-18.024888320249914
mp-505634            	 Cs2Te3               	1.0327803266621796	1.672513	-18.143915499145955	-18.129519	0.07940916218437015
mp-505825            	 Cs2PtC2              	1.5330723058519393	2.809337	-28.90337701440293	-30.465473	-5.12743060183923
mp-5061              	 Li5ReO6              	2.752275310577197	3.54803	-243.87024432603826	-277.100198	-11.99203534093531
mp-5072              	 Rb2HgO2              	2.9887336937980686	5.226305	-125.10651732173288	-131.349121	-4.7526802088512765
mp-5077              	 NaLi2Sb              	0.5410237523576032	0.702709	-15.281329599549169	-18.323624	-16.60312610895547
mp-510268            	 Cs2Pd3S4             	2.115040786176662	2.787926	-33.95733874544452	-29.868247	13.690430996651784
mp-510273            	 CsSbO2               	2.489613959924755	6.546739	-132.81086355770714	-172.201878	-22.874904095002297
mp-5122              	 Na3AlP2              	0.7145872558050675	1.283937	-25.841913328403113	-30.398488	-14.989478001658792
mp-5127              	 LiCuO                	0.5139950161101114	0.696847	-36.424240979981526	-45.128037	-19.286892580810626
mp-5132              	 YPO4                 	2.757494520506558	4.160189	-267.70262363942936	-288.990803	-7.366386452295045
mp-5175              	 NaInO2               	1.1812288053272657	1.496209	-77.1097857609889	-92.189148	-16.356981885775866
mp-5213              	 CdSnP2               	0.017723867383065278	0.024651	-0.6608890541608418	-0.832358	-20.600384190355385
mp-5238              	 GaCuS2               	0.130328265296982	0.191206	-5.5498715404381445	-6.922906	-19.833209631357924
mp-5339              	 CsNaTe               	1.4838611276629758	2.005353	-24.524407439774677	-28.40574	-13.66390229659683
mp-5342              	 GaAgS2               	0.21462842413735192	0.359986	-8.83944544709614	-11.003899	-19.669878403135662
mp-5348              	 MgCO3                	2.563684782509849	4.227094	-293.97576039632247	-300.037474	-2.0203188364655755
mp-5350              	 Zn(GaS2)2            	0.4212752867949808	0.564786	-18.158649402953063	-22.01809	-17.528498598411293
mp-5377              	 YTaO4                	2.5086440323035646	3.381981	-211.6548045722331	-244.253783	-13.346355592685699
mp-5380              	 Ca4P2O               	0.9541828342653226	1.194989	-39.0545080795785	-42.825686	-8.80587860383953
mp-539               	 Ga2S3                	0.5236141007843579	0.951699	-21.210312493714824	-26.188345	-19.00857998581116
mp-5394              	 LaSF                 	1.4412690504581862	1.668501	-61.83157523810719	-69.423882	-10.936159925330614
mp-540703            	 Cs2S                 	1.9718495360888155	2.658767	-45.60635745993059	-53.583314	-14.88701602157233
mp-540957            	 Cs2TeI6              	1.1419624095201417	1.828088	-16.901575412668695	-17.578384	-3.8502321221979496
mp-541037            	 CsCuO                	2.4017541281865467	5.13581	-75.247505539653	-76.37654	-1.4782477189291374
mp-541044            	 CsYO2                	1.9837673460461966	2.467233	-117.7964191881742	-137.112124	-14.08752504762146
mp-541226            	 CsBrF6               	8.420815308213042	16.776843	-519.1430130101021	-417.303258	24.404255911680913
mp-5414              	 NaSbS2               	0.5832247500658571	0.981878	-21.251252430677873	-27.131227	-21.67235034863011
mp-541899            	 CsCdBr3              	3.138724015575961	4.862098	-49.363930760805204	-52.302662	-5.6187030006136105
mp-541989            	 Na2CN2               	2.3758574293104298	3.901588	-193.6235513263795	-178.80316	8.288662977980652
mp-5427              	 Mg2P2O7              	1.893754564364467	3.317639	-194.726977900144	-214.947438	-9.407164973911442
mp-543024            	 Cs2Pd(IBr2)2         	0.8078947325710873	1.369992	-14.33585291465554	-12.310307	16.45406499330634
mp-545359            	 KNa2CuO2             	2.9064709149219237	4.441095	-127.4374982775038	-133.102775	-4.256317512911509
mp-545500            	 BaSbClO2             	2.101573084657989	3.422766	-111.17856469321613	-128.004919	-13.14508414069921
mp-545544            	 Ba2TaBiO6            	1.5807890099509498	2.111562	-115.80630631877172	-137.123	-15.545673359850845
mp-546011            	 YZnAsO               	0.6045296660698068	0.829636	-28.94053398939875	-29.413097	-1.6066414583994635
mp-546125            	 ScAsO4               	1.5300404648242667	2.10385	-128.23292024168308	-149.196104	-14.05075816076063
mp-546500            	 NaCNO                	2.542863586649387	4.347408	-199.82428561273383	-171.498589	16.516577062178524
mp-546794            	 SiO2                 	1.5464459899634524	2.329443	-190.45608088049818	-215.727926	-11.71468413389457
mp-547244            	 SrBiClO2             	2.7736496181276142	5.03918	-141.80325810590557	-168.408417	-15.797998323382147
mp-547792            	 KSbO3                	1.6692672435324658	2.400151	-114.90124310986862	-127.764686	-10.068073810420026
mp-5478              	 TlPd3O4              	2.066793563035195	4.837629	-47.30628198842859	-38.855854	21.748146337045085
mp-5479              	 RbAlF4               	3.769899481119954	6.158455	-233.18942142210315	-237.256021	-1.7140132253574514
mp-5488              	 LiInO2               	1.3682913965424828	1.785578	-92.9135427272389	-108.930998	-14.704221541017276
mp-549589            	 LaZnAsO              	0.5544234622646093	0.715487	-25.431043612614165	-26.487972	-3.990220117213332
mp-549697            	 RbGeIO6              	2.0158914099026903	3.086692	-141.03958767177392	-149.652297	-5.755146764119557
mp-549737            	 Ba2Ca(BO3)2          	2.4028291411860607	3.763285	-187.23436216194096	-191.135301	-2.0409305961011532
mp-550751            	 BaBeSiO4             	2.0001612615624227	3.535441	-172.44726953118868	-178.818113	-3.5627506419393487
mp-551092            	 KLiZnO2              	1.7502913173668928	2.483372	-108.21306254988495	-122.01035	-11.308292657233627
mp-551203            	 Sr2I2O               	2.026068221811082	3.530716	-73.1375349337668	-77.330694	-5.42237350958365
mp-551243            	 BaBiIO2              	1.6554260276556012	2.99367	-78.88000118876371	-91.846136	-14.117234949585997
mp-551456            	 Ba2CuClO2            	2.955497369648538	4.020574	-121.31013947739133	-126.072391	-3.777394467444236
mp-5518              	 GaAgSe2              	0.03228557132300434	0.038104	-0.7976496702661227	-0.764466	4.340764699296329
mp-551835            	 Ba2I2O               	2.0359985366180493	3.291973	-70.80337293595645	-75.67955	-6.4431898234642775
mp-551873            	 Ca4Bi2O              	0.545883761233104	0.728259	-15.580353555319581	-15.873082	-1.8441815186264334
mp-552488            	 LaCuSeO              	1.0459303166165106	1.352889	-49.11941574538019	-49.716114	-1.2002109710743074
mp-552537            	 Sr2CuBrO2            	1.7044239226721485	2.590678	-74.40795951061737	-83.004306	-10.356506672536515
mp-552547            	 SrBiIO2              	1.7273274888626762	3.25923	-84.28818267343834	-98.605909	-14.520150436990194
mp-552806            	 BaBiClO2             	2.328906779056012	4.061518	-115.94911648170286	-135.68715	-14.546722750309918
mp-552934            	 Ba2CuBrO2            	2.5395057906047276	3.676258	-100.84717432170139	-105.141962	-4.0847513177456385
mp-553025            	 CaBiClO2             	2.332090355708687	3.660305	-132.5122675474167	-144.988534	-8.605002139399021
mp-5532              	 Sr2TiO4              	2.1267211795247296	2.59038	-176.37022858061297	-189.681288	-7.017592277940997
mp-553303            	 CsCu3O2              	2.396201501727068	4.791754	-68.07443530456975	-49.496874	37.532797130925374
mp-553310            	 CsCuO2               	3.43945157170682	7.870644	-182.0603044304258	-168.33411	8.154137287104662
mp-553342            	 CsBe2BO3F2           	2.05068517071738	4.286463	-200.6208879313386	-191.194708	4.9301468800792305
mp-553875            	 Zr2SN2               	0.5614155731094932	0.732251	-41.371124820747646	-47.473408	-12.85410809194982
mp-553961            	 ScNbO4               	2.2901493160718354	3.113759	-214.61334650824872	-257.556485	-16.673289547242923
mp-554155            	 KSb(PO4)2            	3.084678120969171	6.047151	-258.58566645084176	-239.831645	7.81966093375282
mp-554412            	 RbTa(PO4)2           	3.351902791993341	6.63539	-335.7915313638552	-333.389439	0.7205064356748319
mp-555166            	 BaAg2SnS4            	0.7323248143175131	1.134655	-20.877274108345233	-23.167701	-9.88629338601516
mp-555763            	 ZnS                  	0.3757459279641762	0.469254	-15.84731468828863	-19.692137	-19.524657540780712
mp-556405            	 LaCN2F               	1.8725198529451492	3.258466	-166.99000067680623	-157.380754	6.105731757268259
mp-556866            	 Ag2HgSI2             	0.7585414822298417	1.696903	-12.461516399079978	-14.28479	-12.76374102048418
mp-556953            	 RbPS3                	1.7370487838310809	3.292236	-69.63574037458676	-61.324851	13.552237370436918
mp-558071            	 RbS                  	3.0388281105009556	3.754955	-65.93271314216913	-77.238258	-14.63723438432657
mp-558430            	 BaB2F8               	4.1521231928698255	8.65411	-339.86741708377787	-298.303285	13.933514705940247
mp-5588              	 BaSiF6               	3.345439127012852	5.534053	-220.22180844611447	-218.299075	0.8807794747249744
mp-559092            	 ScF3                 	14.51826586130139	19.195746	-1880.5949232739213	-1287.009893	46.12124844590619
mp-560558            	 CsCdAuS2             	1.5562156691315505	3.024844	-35.77166223740489	-37.034098	-3.408847064656767
mp-560588            	 ZnS                  	0.3895959837176392	0.48016	-16.468774045710123	-20.180673	-18.393335813378847
mp-560790            	 Cs2NaBiF6            	14.66947126431598	21.717811	-986.7061559116925	-653.484162	50.99159448514568
mp-560791            	 CsNaTiO3             	3.1632399864693244	5.092096	-228.6290425566873	-253.532761	-9.822682617065295
mp-561561            	 Cs2KRhF6             	7.191216224405858	11.913047	-313.39999125465806	-281.739728	11.23741528374658
mp-561586            	 CsLaS2               	1.9739734295419216	2.497717	-66.34506890157074	-76.912138	-13.739143616615179
mp-561947            	 CsHgF3               	2.6448098054738343	3.702326	-94.79107727608559	-102.745035	-7.741452152811484
mp-5621              	 NbCu3S4              	0.0967380869745132	0.12371	-5.154011697907	-6.433558	-19.88862620175336
mp-5652              	 Y2Si2O7              	1.7412927025054779	2.572783	-162.52839107175518	-181.674066	-10.538474395263894
mp-567290            	 LaN                  	0.7452682755890523	0.912397	-48.22561282041807	-58.553325	-17.638131019172572
mp-567373            	 LaCN2Cl              	2.8528110271903624	5.126583	-242.60112645454421	-220.246275	10.149933956678368
mp-567558            	 CsAgCl2              	2.753461483560891	3.660663	-54.92282600202265	-63.526062	-13.542844821669176
mp-567636            	 VFeSb                	0.18610804147942908	0.229687	-8.390191191927832	-10.224525	-17.940528367549284
mp-567652            	 Cs2LiYCl6            	6.695259226428151	9.070214	-239.78354700857332	-245.06808	-2.1563530392969525
mp-567655            	 Sr2C(NCl)2           	1.7587246094724829	2.931762	-120.54253556368593	-109.018345	10.570872786305769
mp-567666            	 Ba3BiN               	0.5944655191175557	0.881249	-19.162065495523606	-18.555962	3.266354476925558
mp-567680            	 BaCl2                	3.7265179040957053	4.833621	-94.91169760645944	-107.866412	-12.00996135251125
mp-567744            	 SrBr2                	2.121544326477044	2.649218	-47.40438750384849	-56.651792	-16.32323386372581
mp-567776            	 Cs2AgAuCl6           	1.1117938999898502	0.868047	-15.816096798605075	-8.825328	79.21256636133042
mp-567913            	 CsAuSe3              	0.5472381952862451	0.869694	-6.096309576060326	-7.33157	-16.84851162765511
mp-568018            	 RbSb2                	0.5227654842582147	0.572376	-5.255760930660289	-5.262277	-0.12382604221920039
mp-568032            	 Cd(InSe2)2           	0.30080142191875603	0.395102	-7.47331564633051	-9.011356	-17.067801490358267
mp-568052            	 K2Ga3                	0.16320118832086192	0.203423	-2.2008255755235524	-2.561627	-14.084854058629444
mp-568273            	 LiI                  	1.4729519482421978	1.818615	-55.15655554331899	-66.819869	-17.45485830970577
mp-568284            	 SrI2                 	2.5310126552480856	3.133637	-46.57462007505957	-54.266334	-14.17400689890058
mp-568536            	 BaI2                 	3.0341504105000645	3.955156	-42.886144068865	-48.539395	-11.646727222568387
mp-568544            	 CsCdCl3              	2.3002350857263676	3.103249	-56.94518153945603	-63.807079	-10.754131936589625
mp-568560            	 TlBr                 	2.24829090739459	2.770809	-31.41600366950716	-37.530657	-16.292422833133028
mp-568619            	 SiC                  	0.29273606925800144	0.360741	-34.72166563078805	-42.604498	-18.502347731481187
mp-568661            	 Cd(InSe2)2           	0.20417362763993796	0.26526	-5.017660758057075	-5.950991	-15.683610375867229
mp-568662            	 BaCl2                	4.306978537950778	5.304019	-117.23170213642472	-134.808194	-13.03814801018347
mp-568968            	 K2SnHgSe4            	0.7420974750841588	1.120071	-16.497195407257678	-19.267925	-14.380010264428181
mp-569346            	 CuI                  	0.1875643571642715	0.231877	-3.6948422260646514	-4.551563	-18.822562138222594
mp-569442            	 RbAuCl4              	16.848912220006042	26.527143	-563.8849088995748	-289.104004	95.04569327914768
mp-569548            	 CsAuBr3              	0.7690689428511035	0.389559	-6.749947534964535	-2.618198	157.80890272487161
mp-569639            	 TlCl                 	2.456355029736378	3.065045	-50.054452765332556	-60.344377	-17.05200177088156
mp-569677            	 Sr2IN                	1.393286834878824	1.89761	-60.55406176585344	-68.849083	-12.048121591026208
mp-569779            	 ScSbPd               	0.17957980982826163	0.220832	-5.009126348187297	-6.09752	-17.84977584022198
mp-569812            	 BaN3Cl               	2.732467853137371	4.81835	-175.51293952627265	-138.46171	26.75918817286933
mp-570008            	 Sr3BiN               	0.7266217574839722	1.009467	-27.219904004510138	-31.660852	-14.026621884622248
mp-570097            	 Sr(Li2P)2            	0.840164076793311	1.147065	-34.401791812349906	-40.177321	-14.375097801195091
mp-570213            	 LiMgBi               	0.030412029226598993	0.037284	-0.8577474577409008	-1.044007	-17.840832701227015
mp-570324            	 Rb2TeBr6             	2.3170275401009985	3.768091	-45.79912689236932	-49.254187	-7.014754111423419
mp-570354            	 CuBr                 	1.59193169667764	1.961001	-22.886562924721808	-27.599653	-17.07662801151229
mp-570485            	 SrAlSiH              	0.14663830934270342	0.219645	-11.612556710915937	-11.35073	2.3066949078688057
mp-570538            	 NaN3                 	3.3894437497573704	6.745522	-276.5902384306611	-240.821162	14.852962311784337
mp-570891            	 KBr                  	3.3348028364473357	4.079905	-66.10322054168265	-76.973358	-14.121947828126919
mp-570935            	 LiI                  	1.1038817242454468	1.352578	-45.880598539328936	-55.448615	-17.25564553897525
mp-571102            	 TlI                  	1.7422740578179208	2.13029	-19.75347036445367	-23.592982	-16.2739565331179
mp-571222            	 CsBr                 	3.9287169528433354	4.820269	-55.0719430568678	-63.588698	-13.393504209084764
mp-571306            	 Ca2Zn2CuP3           	0.4244478529616403	0.493282	-15.936754749609252	-18.118227	-12.040208185882367
mp-571386            	 CuCl                 	1.688746347104418	2.074062	-30.84746715584657	-37.036932	-16.711602473318877
mp-571461            	 K4ZnAs2              	1.0169902707936758	1.37836	-20.21752642464436	-22.945223	-11.887862564489527
mp-573658            	 Cs3BAs2              	1.4013445046667599	2.630363	-42.295113918539464	-35.012463	20.80016741050028
mp-573697            	 CsCl                 	3.977764753199667	4.885531	-79.71145139753459	-92.044123	-13.39865186446006
mp-573721            	 Cs2SiAs2             	1.1930407176381892	1.900706	-31.029963962546727	-28.292605	9.675174705711012
mp-573755            	 CsTeAu               	1.4251159866969092	1.816426	-16.41617341968336	-16.28626	0.7976872509917071
mp-573763            	 Cs2Te                	2.174521407797388	2.83043	-25.3873722623763	-29.970695	-15.292680859164928
mp-574599            	 CsAuSe               	1.9106489228726964	3.080334	-25.203250911928226	-28.463141	-11.453023009905246
mp-5782              	 AlAgS2               	0.3018691206198413	0.455663	-16.033977312433148	-18.983333	-15.53655349967706
mp-5784              	 Na2GeO3              	1.7684461844655477	2.510584	-126.23938407548647	-143.697872	-12.149440824366224
mp-5795              	 CaMg2N2              	0.7350381323128333	0.994943	-51.138551949254044	-61.970764	-17.479552213921323
mp-581024            	 CsK2Sb               	0.903371820670767	1.183082	-11.154376461635987	-13.344821	-16.414191980274687
mp-581833            	 RbN3                 	2.940731274364586	6.788017	-205.00354567985133	-154.487028	32.699520687168196
