Name	ZPR_multi	ZPR_single	α_multi	α_single	Error
mp-1009813	-0.16395	-0.1400714127097603	0.003816	0.0032602989257794917	17.04743803770876
mp-1009819	-233.987929	-187.3001719758561	3.946675	3.2037807236268536	24.926702699537394
mp-1009820	-7.18751	-5.8008808623649	0.09063	0.07316126625939161	23.903768591961732
mp-1011695	-42.660568	-33.1442297288995	2.607604	2.1157098276474464	28.711900529710928
mp-1014244	-138.672079	-114.15003662909454	1.85611	1.4165996643906558	21.482290409230828
mp-10159	-13.704419	-11.169178569821897	1.10056	0.8786236433886048	22.698539685166207
mp-10163	-22.524449	-19.626462783868735	1.082913	0.7230388094146526	14.765708156607623
mp-10167	-82.12832	-70.24589888769088	3.47544	2.3309523961106464	16.915465956677025
mp-1018040	-29.726945	-23.89089461237906	0.708408	0.5747540918628665	24.42792738534367
mp-1018096	-132.903505	-103.5696233389207	3.102822	2.2368324263211896	28.322862163056485
mp-1018100	-2.98013	-2.650293405541282	0.07329	0.06520312422895475	12.445286011318206
mp-10182	-17.619225	-14.54394898202742	0.399057	0.3146758190629086	21.14471125945801
mp-1020019	-205.838177	-172.20550086252246	2.047043	1.5217494463882728	19.530546915761803
mp-1020059	-67.742686	-54.992165897438326	0.756314	0.580019626875629	23.18606640506158
mp-10219	-193.245715	-157.39224550683105	3.019243	2.263178655871699	22.779692466877506
mp-1022	-74.365157	-58.63707179804486	2.458671	1.9933677695185856	26.82276709881608
mp-10223	-46.813265	-46.64991836184781	1.87262	1.5257485361715117	0.35015417794553483
mp-10226	-75.824792	-62.789026339147696	1.876502	1.5235711361932618	20.76121644320636
mp-10246	-44.767677	-45.66774298415169	1.928726	1.5653808880762292	-1.9709009583942925
mp-10250	-270.588323	-206.5732257428772	5.057729	3.8000382005924993	30.9890582513354
mp-10281	-20.062216	-16.276934488260917	0.471988	0.38540452896492433	23.25549392896472
mp-10289	-18.15246	-18.015631269216644	0.216002	0.15702297780386842	0.7595000626880973
mp-1029	-213.557136	-163.21956627940233	4.578056	3.696538511036375	30.840401594027572
mp-10322	-57.301663	-60.0899206415424	1.246679	0.9290939992487582	-4.640141993488963
mp-10341	-141.177276	-124.57478554711412	2.360102	1.7089516010934491	13.327328142665623
mp-10378	-13.695401	-11.196214146035523	1.464184	1.156393552046359	22.32171358431383
mp-10408	-171.959851	-186.47239394746939	4.494341	2.6428396925434696	-7.782676373832412
mp-10417	-156.863909	-113.14805101687747	4.356767	1.8700582043807643	38.635979665793585
mp-10418	-226.989448	-165.4277623941801	6.777982	2.8501413944769753	37.213636160495945
mp-10485	-18.918596	-16.582227828792195	1.131544	0.8283349257397987	14.089591551450662
mp-10492	-215.84246	-216.82769413707075	6.820168	3.9195754859892484	-0.45438574670629117
mp-10547	-49.749078	-50.718522608562495	2.488735	1.4532789435440243	-1.9114212297635662
mp-10550	-54.055148	-44.5494082405457	0.955493	0.6893753763072246	21.337521944461773
mp-10572	-198.983636	-169.52388326460076	2.254952	1.4662148522488556	17.377936470117948
mp-10614	-55.182245	-45.235086726772145	1.762996	1.281069225264043	21.989917546329547
mp-10615	-24.320593	-18.785384833751905	0.847245	0.5615972573392322	29.46550318363947
mp-10616	-15.752388	-12.668565638682226	0.785733	0.5228781202179688	24.342316638448978
mp-10627	-97.079824	-78.2723127834005	2.821312	2.2943374695684775	24.02830649535641
mp-10653	-32.132028	-26.42538644180958	1.753341	1.4483353454101031	21.59530030244521
mp-10680	-63.290373	-50.54761883756466	2.993544	2.413948338837879	25.2094054190452
mp-10694	-5379.886223	-1880.5949232739213	19.588898	14.51826586130139	186.07363321146136
mp-10695	-19.734648	-16.120281428301915	0.467033	0.3819140760432478	22.42123741929496
mp-1070	-5.838578	-4.901251005406843	0.235867	0.19900891742773397	19.124239782029917
mp-10748	-7.310348	-5.69573019534999	0.147761	0.1132121077879189	28.347863211080277
mp-10760	-44.306044	-35.86832377747607	1.151771	0.9351884216011002	23.524155393686094
mp-10776	-44.695052	-40.26593243240644	1.696001	1.1638432724138246	10.999669696035546
mp-1087	-68.671956	-55.64477654574908	1.899974	1.5475459620945367	23.41132494896524
mp-10918	-45.420635	-36.33751587412242	3.244707	1.8666591013987006	24.996532942269944
mp-10919	-29.816595	-29.572509616875088	2.207764	1.329981516661207	0.8253793346832761
mp-10955	-0.008948	-0.1468480238247511	0.000882	0.009802205101042828	-93.90662552553067
mp-10969	-124.737418	-150.45893158439674	2.53872	1.3858940397636825	-17.095371682849414
mp-11019	-57.604747	-46.762815435811234	0.849071	0.6455806780326901	23.1849418456656
mp-11020	-49.044551	-38.69279389712555	0.786434	0.5673993342117888	26.75370801704623
mp-11022	-97.213038	-70.53076982185597	1.407031	0.9776372148166883	37.83067765393334
mp-1105	-161.206578	-128.09857928137825	3.5035	2.8919474943413523	25.84571890207894
mp-1106	-8.739102	-7.786265502502898	0.359389	0.2935746880786942	12.237400550890706
mp-11123	-26.368528	-21.850174597071412	1.390371	0.9541927542404642	20.67879770413453
mp-11175	-77.347178	-67.1414175582654	2.028469	1.3318802833619432	15.200394648918495
mp-11265	-5.665422	-4.867815421317132	0.39185	0.30892358240511486	16.38530859633648
mp-11327	-45.759059	-35.69059519820643	2.575686	2.0805235237811135	28.2104115828798
mp-1138	-501.768164	-394.47874506263037	5.695528	4.603922838581601	27.197769279137102
mp-1143	-201.169712	-157.66972898948939	1.854077	1.4648028378483153	27.589305372250895
mp-11520	-5.072869	-4.281562669228091	0.197727	0.16617026034799923	18.48171781903571
mp-1153	-83.124011	-66.75383221862351	1.427721	1.1534047192577381	24.523204492234978
mp-11583	-45.546232	-39.21865383295428	0.650485	0.51931276699501	16.134103414148406
mp-11659	-428.892582	-430.19873952804386	6.279855	3.977294769049844	-0.30361723734402263
mp-11674	-21.271796	-17.243564477378488	0.808544	0.412463973343691	23.360782092971977
mp-11695	-27.502188	-29.186445855246152	2.368317	1.8010095030084354	-5.770685007689667
mp-11703	-58.852177	-39.577323836102096	2.62605	1.0359632533719787	48.701759734233335
mp-11713	-38.864074	-31.226409475443912	0.331849	0.2675402662178999	24.458990491885597
mp-11714	-41.592932	-33.33801335522566	0.34982	0.2813736928609814	24.761279434427948
mp-11715	-198.793121	-182.1927148924532	2.698214	1.7270710382642585	9.111454383533326
mp-11718	-201.934441	-159.0943223220829	5.554849	4.492992547288679	26.92749687898242
mp-11719	-33.98808	-29.616389475510797	1.546536	1.0879045696427578	14.761051572826133
mp-11739	-37.911493	-31.652890231099732	1.864534	1.5191595446545962	19.772610725926818
mp-11824	-63.957785	-54.672816492517796	1.562426	1.1378641958147064	16.982787979750213
mp-11869	-4.834366	-3.9539637593040884	0.195518	0.15853502326312766	22.266320439185456
mp-1190	-8.113809	-6.6170805980487994	0.266401	0.21739386928238688	22.619165352051866
mp-11917	-179.867613	-169.9084143793702	1.73241	1.5482641655696647	5.861509953469972
mp-11918	-111.435614	-97.7975260804216	1.614465	1.0705922060626771	13.945227927712017
mp-11919	-92.999811	-82.78097191094471	1.448385	0.9375646731322858	12.344429949492072
mp-12016	-114.041152	-112.82650920020816	5.793768	3.0979353312094946	1.0765579901408413
mp-12317	-145.504987	-170.92083145926816	3.000544	1.7681042079899487	-14.869951334940096
mp-12418	-8.906843	-7.878827030740318	0.467354	0.39067135821738097	13.04783015604655
mp-12427	-556.114584	-362.3980860297598	5.877745	4.401144272828113	53.45406210405108
mp-1243	-97.939666	-78.38549276300743	1.248987	0.9725544553611518	24.94616356640523
mp-12444	-49.935218	-44.392811309539155	1.372376	1.1698788082360008	12.484919352854519
mp-1249	-300.4528	-228.32425482807784	4.026755	3.080079760877173	31.590399901330272
mp-12509	-50.529205	-42.629869458041235	1.010417	0.7999358471490055	18.53004863112176
mp-1253	-46.199092	-38.11679502905511	2.146811	1.781063690651512	21.204030834135015
mp-12532	-19.08386	-21.093943134391417	0.754166	0.5864209948088063	-9.52919575816145
mp-12535	-60.827277	-46.39532485511811	3.127632	2.2760353879005435	31.106479348834277
mp-12558	-22.148756	-17.9286740052299	0.562846	0.45427906128691653	23.538171275461167
mp-12622	-294.39971	-229.6986307653061	6.594393	4.491898625946883	28.16781232832079
mp-12623	-273.492906	-222.95091643453964	7.32756	4.718211082588262	22.669559010447013
mp-1265	-173.62141	-138.2868889042578	1.963719	1.5731297232806802	25.55160606744567
mp-1266	-40.537873	-32.771499833898716	1.501034	1.221337632650316	23.69855882539674
mp-12779	-4.19966	-3.457621585638478	0.207348	0.17119323669590786	21.460949267659608
mp-12814	-22.93219	-22.44998179000416	0.955777	0.6736250610945658	2.147922499476335
mp-1287	-102.416708	-67.64471080861463	3.670466	2.6531584951260623	51.40386702186495
mp-12885	-199.532686	-190.2860335703361	6.435173	2.799021979095999	4.859343723850365
mp-12894	-110.105583	-90.62083174525372	1.775098	1.4118726043642609	21.501404124738446
mp-12903	-11.288508	-9.459856674561513	0.547342	0.4273920917083107	19.33064514979293
mp-12908	-17.90146	-13.881453405686237	0.635843	0.4569492236415616	28.95955111348106
mp-12927	-80.211739	-72.38362752847249	1.446617	0.8996201069141831	10.814754301237912
mp-12954	-9.852087	-8.545669810046672	0.147259	0.11239450558151903	15.28747563377004
mp-13031	-29.047698	-23.187536303511244	0.697039	0.5574347337035647	25.272894971603183
mp-13032	-48.253485	-38.91570039798446	0.910984	0.7364091904824904	23.994903102140146
mp-13033	-18.260111	-14.620892848789113	0.516509	0.4141153902655918	24.890532943836476
mp-13056	-223.970657	-168.95354125331292	3.388672	2.3549624718105884	32.563458178245355
mp-13097	-6.71488	-5.673084054867299	0.263025	0.21898169237262496	18.36383764204723
mp-13099	-46.705695	-38.192840487643615	0.623581	0.5106732454268775	22.289136926358005
mp-13109	-204.489458	-163.8696525605773	2.797316	2.1168067595216686	24.787875488054077
mp-13133	-365.176127	-288.7740393281153	6.391442	3.9562040504995335	26.45739480240257
mp-1315	-67.357406	-55.220402793927015	1.344628	1.106009100226018	21.979200788096705
mp-13275	-26.151052	-20.714209074927044	0.838212	0.6522647719636606	26.246925023335
mp-13276	-44.899236	-37.5290807452725	1.382641	1.0314743108387086	19.638517939600508
mp-13277	-37.624902	-31.83393514420922	1.300589	0.9796942742917998	18.191175013574117
mp-1330	-131.950041	-107.76030257415653	1.194116	0.97809914925555	22.447726897571595
mp-13356	-145.660131	-122.78163136333971	2.974056	2.0055055642783572	18.633487259146637
mp-1340	-10.112833	-7.921798149004663	0.473591	0.27407290860183486	27.658301938312214
mp-1342	-162.874711	-131.87327754356073	3.191754	2.610013159261952	23.50850303709088
mp-13445	-19.485747	-13.925168439088562	1.631036	1.0105705516641073	39.93185852820745
mp-1345	-32.045887	-22.271663594543814	0.823958	0.5904583065861067	43.88636423123196
mp-13548	-37.316196	-28.811986112124835	4.006703	3.138668628350669	29.516222362388167
mp-13610	-154.561442	-135.45233321320532	3.714593	2.778012372008278	14.107626154151562
mp-13660	-21.142971	-19.836703057471418	0.816863	0.6304869288463001	6.585106097238174
mp-1367	-8.424725	-6.900978948132076	0.199842	0.16394572571535565	22.080143459651687
mp-13676	-110.637804	-99.05058485255032	4.603765	1.244377956692518	11.698284431837298
mp-13800	-233.808863	-183.02820094291837	6.480525	4.668481131272814	27.744720100766745
mp-13868	-39.366072	-31.39068648174575	0.732448	0.4362951680398889	25.406852834811637
mp-13898	-204.748205	-165.62501535022244	5.429012	3.9830305448216423	23.621546278531426
mp-13900	-40.778906	-35.55550779194664	1.362985	0.8053764627353153	14.690827195094839
mp-13903	-200.537877	-170.1184299077368	4.037648	2.997065532676903	17.88133543717814
mp-13907	-186.87704	-163.16470756520394	4.295344	3.061630139287378	14.532758210178583
mp-13925	-216.475241	-170.05492959927486	5.575884	3.9296619142891185	27.297245372487634
mp-1394	-99.0967	-76.4559289189217	2.520173	2.042450673826468	29.61283892723073
mp-13948	-207.79282	-181.47194162636745	6.559879	4.1518948557615944	14.504103575319983
mp-13949	-4.234711	-3.468175829815918	0.209385	0.14834400002505743	22.101969675071732
mp-13983	-315.590931	-255.1969410983102	6.240644	4.267119628691447	23.665640207820548
mp-13984	-320.392324	-256.7427479537694	7.532864	4.531594712324578	24.79118750325585
mp-13992	-32.800164	-37.8470856498823	3.315243	2.5253260548156784	-13.335033763420027
mp-14017	-10.032723	-8.124497891631128	0.783569	0.6082898185385541	23.48729895461595
mp-14037	-184.772526	-170.45492612812387	7.419225	4.59285499953471	8.399639832711072
mp-14038	-361.188653	-302.47814459799525	9.766166	6.364219275176701	19.40983487584969
mp-14088	-339.389652	-341.1692750138057	13.975887	8.29938118527565	-0.5216246432899552
mp-14091	-8.692767	-7.465719903964467	0.286982	0.18725686189253127	16.435750494522882
mp-14092	-4.346665	-3.640444354077506	0.160261	0.10431268131612245	19.399297921735467
mp-14116	-9.489258	-7.860145081456903	0.125252	0.0991476652227454	20.72624489319395
mp-1413	-17.983135	-14.47434695427494	0.371969	0.29706241333799444	24.24142558423856
mp-1415	-46.652053	-38.09136104192046	1.417142	1.1612528058296254	22.474103639033267
mp-14175	-400.962653	-345.08424878070025	13.774421	6.799745709103812	16.19268466084358
mp-14205	-16.487245	-14.096852836885564	1.086883	0.7796052245692814	16.956920745173576
mp-14206	-13.788898	-12.09785195250055	1.003756	0.7180855721089117	13.978068620272058
mp-14285	-16.538578	-14.09403160874221	0.310214	0.25796183382152676	17.344550226079345
mp-14333	-315.22529	-258.3706560616868	3.262862	2.5594672654142956	22.00506621182977
mp-14398	-204.152539	-191.34850518481156	3.228305	1.94398780494716	6.691473133182732
mp-14437	-181.376108	-146.8902294217015	2.927766	2.3135964065968717	23.477312762099594
mp-14588	-31.362663	-30.082671869395362	1.705751	1.3674129242108133	4.254911718486147
mp-1479	-1.171278	-0.9643571773871834	0.011566	0.009523042243405512	21.45686551257338
mp-1500	-70.185605	-57.76502878813988	2.211044	1.830337264925997	21.501895649379936
mp-15157	-224.207547	-165.2662947308089	5.828016	4.028840012129079	35.6644120116546
mp-1519	-29.932542	-24.71617885047661	1.090306	0.9025966931674977	21.105055037351793
mp-1522	-26.566099	-21.697245324081585	0.475667	0.3791013339712317	22.439962323302474
mp-15349	-178.760522	-141.77016424587208	2.169134	1.6122769593240618	26.091778866797057
mp-1541	-25.095687	-20.32672925243366	0.351499	0.2849445732638649	23.461510646113272
mp-1550	-15.62735	-12.786764351746971	0.256934	0.21035426718214556	22.21504651303704
mp-15556	-22.513313	-19.075520074741934	1.808588	1.3683720287160634	18.02201414057422
mp-1565	-220.852121	-174.42570574439353	2.604324	2.0984391317334694	26.616727768119546
mp-15668	-15.084369	-12.120727819800388	0.697597	0.5516468156761871	24.45101667375301
mp-15684	-28.123045	-21.251006611184994	1.591273	1.1088120039450877	32.337472358594354
mp-15685	-16.801366	-11.987736757572142	0.769039	0.5089090488549438	40.15461249920504
mp-1569	-63.599109	-52.15231856843016	0.540393	0.4450177346295499	21.948766125422136
mp-15703	-74.137001	-60.74262768396242	0.513392	0.4164671917428584	22.051027139831874
mp-15704	-97.285715	-80.22915761874489	0.768506	0.6287031723126039	21.25979866610238
mp-15724	-8.236892	-6.671872873847635	0.500298	0.39732235042798764	23.45696861651721
mp-15776	-9.236452	-7.507955529493452	0.330123	0.24346755088089908	23.022199102225727
mp-15777	-6.816362	-5.440032566507215	0.304611	0.2172844851048276	25.300021951457918
mp-15781	-93.124423	-75.01268085336403	2.590219	2.051969946434648	24.144907155152982
mp-15788	-69.067305	-57.83153844455721	1.521833	1.2830118003804825	19.428441396582357
mp-15794	-48.120162	-39.72679163710418	1.37256	1.1330730561780096	21.127732739073124
mp-15896	-2.044764	-1.644247765262354	0.065931	0.040805202258911336	24.35863032319463
mp-1591	-48.324992	-41.611277793403275	0.579278	0.4590380247526257	16.13436203504682
mp-15951	-343.099054	-269.52382068631647	3.007256	2.3220020937558234	27.298230310898425
mp-1598	-9.977305	-8.40642150201471	0.368763	0.2961621648310386	18.686708697735483
mp-15988	-6.625423	-5.604297654594244	0.215986	0.17116763413420547	18.220398136217238
mp-15999	-45.833908	-36.088463913349656	0.960208	0.719023822411274	27.004319469095943
mp-160	-2.034523	-1.6453035216390082	0.023305	0.016264532986474848	23.65639368310971
mp-16236	-15.613217	-13.342138583887431	0.887375	0.7118146209729815	17.021846998765447
mp-16264	-20.46274	-17.93565779972705	0.792932	0.6616826585351409	14.0897101655865
mp-16337	-2.787397	-2.405952668421675	0.162211	0.11408649510775225	15.85419100653196
mp-1634	-1.412853	-1.1523242304189165	0.038543	0.026009682752374457	22.608981283537762
mp-1639	-83.205516	-67.85622689100177	0.520388	0.4249132060474806	22.62031034182607
mp-16577	-6798.393622	-3215.4019645704507	28.131922	21.094921517693262	111.43215364391324
mp-1672	-66.7765	-54.628536733933124	1.531493	1.2577537476075948	22.23739457864891
mp-16742	-28.396785	-26.177175254414163	1.178464	0.949748860363107	8.47917975875397
mp-16763	-32.958549	-28.18583821454582	1.448525	1.1869746938432177	16.933009936142792
mp-16764	-34.534031	-27.74644934708717	1.594373	1.2481407670359737	24.462883765793944
mp-1700	-89.2317	-73.02374942127467	0.805197	0.6602072140957344	22.1954510788285
mp-1747	-39.34278	-31.504555166117623	2.222963	1.8033857239573203	24.879655632504196
mp-1778	-206.094852	-168.64097707719762	1.506149	1.2371309128173045	22.209237382239184
mp-1784	-170.771867	-132.89249422257646	5.37498	4.291864918047057	28.50377141238755
mp-1794	-297.145205	-247.57232920912665	2.34269	1.9633464478824838	20.023593084588487
mp-181	-0.815203	-0.6801317713938734	0.068073	0.044350676067540014	19.859567555461997
mp-1873	-196.504481	-151.68044717574196	3.673605	2.698102732145635	29.5516229407759
mp-1922	-5.99561	-4.883034643326228	0.170173	0.13070741141659709	22.784506724611465
mp-1958	-29.634432	-24.10477211732882	1.443271	1.1783371731409467	22.940104373340787
mp-1960	-208.101797	-166.80650368549735	2.281948	1.849172002203758	24.756404817621625
mp-1968	-242.708271	-186.7857106893943	3.574025	2.855922150456673	29.93942101042153
mp-19717	-5.344701	-4.446769676222139	0.384244	0.31995277160554964	20.192890326191115
mp-19734	-245.776933	-203.72589584585796	4.78408	3.4933511246692763	20.640987724976547
mp-19765	-1.689218	-1.5075910771329937	0.110359	0.08444429843731485	12.047492560940915
mp-19795	-19.81702	-15.03981600106152	0.588857	0.4452650301872714	31.76371305740243
mp-19833	-2.017628	-1.673215031646996	0.07829	0.050485457740278385	20.583903553268232
mp-19851	-13.278444	-10.819937376303917	0.693243	0.5361609144441241	22.722004187198976
mp-1986	-26.058204	-21.198801737283688	0.409211	0.3332242203656683	22.92300443647138
mp-20015	-106.17475	-94.7534354681747	2.099577	1.3531757935580353	12.053720770537586
mp-20027	-22.539378	-18.090101998221616	0.398426	0.31782299173672596	24.59508521408988
mp-20072	-106.160934	-93.00316147948745	2.324044	1.7300540267089115	14.147661553865131
mp-2008	-15.256267	-13.14451997484429	0.370156	0.3168747629307114	16.06560779090547
mp-20098	-110.147529	-87.29452173522321	2.60167	1.6516713135172034	26.179199806023608
mp-20187	-19.621264	-16.1610608056309	0.749719	0.4756419620628083	21.410742995060588
mp-20256	-21.435952	-17.571139529900655	1.021323	0.6116881792125053	21.995229526933223
mp-20282	-524.68735	-237.5226270337793	7.336683	5.33189887453882	120.89994395581589
mp-20289	-53.996709	-44.11717192552781	1.472067	1.1752460843262202	22.39385854367407
mp-2030	-7.56118	-6.133642649918659	0.147914	0.11957722198386542	23.27389174033919
mp-20329	-41.069968	-32.945873673766506	0.672897	0.5154916583941623	24.658912999786043
mp-20351	-1.761551	-1.4225881249665242	0.044066	0.035590677395067154	23.827196999936454
mp-20459	-147.781757	-143.49342233931011	2.1412	1.8416381408154012	2.9885235091470057
mp-2064	-195.682677	-154.5850315116226	5.454824	4.4190121450827995	26.58578588528312
mp-2068	-70.982074	-51.21525258925081	1.170012	0.7033819270257351	38.59557536361326
mp-2072	-16.957043	-13.712194319001828	1.121152	0.8903062125661232	23.663963662632646
mp-20731	-3.713809	-3.3263709947833098	0.204589	0.15183969710775813	11.647468241645399
mp-2074	-25.098538	-20.675364093281722	0.773888	0.6343094471230827	21.393451098428546
mp-20782	-11.038991	-9.47790703121978	0.571456	0.34421388386738566	16.470766843756554
mp-2079	-36.827323	-32.44170156654216	2.182005	1.6496961917513606	13.518469197623192
mp-20790	-33.40262	-26.92786563388644	1.500991	0.650609109304036	24.044810881578478
mp-20832	-3.407271	-2.799627121141965	0.180752	0.13200960060776956	21.70445750683319
mp-21166	-4.333871	-3.81784577091162	0.314726	0.2627174986653489	13.51613606343151
mp-21228	-34.339379	-31.691017629707407	1.129706	0.944999116830815	8.356820223437698
mp-21276	-13.006385	-10.344875731044535	0.485684	0.3867892667143411	25.72780319601509
mp-2133	-40.447015	-33.44334038137022	0.599732	0.500341229868761	20.94191112120849
mp-21374	-3.470741	-2.8250653724370585	0.198507	0.14138771449987936	22.855245540953472
mp-21510	-10.733397	-9.161214597607612	0.551648	0.42059758973125627	17.161287792591956
mp-21511	-21.092204	-17.747670457938405	0.792982	0.5716883250838207	18.844915731267754
mp-2172	-9.856372	-8.023543679853056	0.204308	0.16639544468125836	22.84312759147977
mp-2175	-84.95884	-66.58235809757561	2.964253	2.3468770062324897	27.599626128431627
mp-2176	-4.297389	-3.534921746038056	0.169724	0.13966340016454734	21.569565289995968
mp-21855	-4.802791	-4.015455950399821	0.22382	0.1607339612047295	19.607612667791397
mp-22003	-272.329046	-317.77580520721256	6.83326	3.8944115804324606	-14.30151649763833
mp-2201	-7.311067	-5.826514932263177	0.422402	0.3369990674069357	25.479245912791004
mp-22255	-13.532823	-11.152637320028761	0.7868	0.5759285647687026	21.34190874921324
mp-2229	-74.138024	-60.34431042334081	1.141155	0.9315000204467846	22.858349826007572
mp-223	-126.481438	-109.37679000071506	1.860497	1.2491305606736451	15.63827938191742
mp-22304	-7.359716	-5.940930014758334	0.33663	0.2383651553399098	23.881546857430525
mp-22313	-105.413803	-98.92307048919868	2.369184	1.680632207359883	6.561394100186205
mp-22323	-53.736864	-43.4383058626124	0.823493	0.6448494612113947	23.708470974812172
mp-22450	-98.931167	-79.44486915024605	1.807043	1.2502905225853704	24.528075957808536
mp-22473	-29.70288	-24.96977632563792	1.154984	0.9491756792073139	18.95533068713286
mp-22483	-13.48991	-11.128187822074688	0.801672	0.6123566870073068	21.222882069265825
mp-22607	-7.176759	-5.867345443399749	0.303959	0.22326623990704816	22.316967174196744
mp-22660	-40.661841	-32.700196278806175	0.6484	0.5120502696004274	24.347391230657447
mp-22851	-144.517516	-115.21217129253853	4.704021	3.8210894687327484	25.43597987842051
mp-2286	-60.658269	-49.418866284877986	1.259894	1.0301490297016036	22.743141557177392
mp-22862	-119.135703	-94.91339579999519	3.570748	2.880096803394513	25.520430489123907
mp-22865	-139.39096	-108.2006882048075	6.354297	5.114830960325378	28.826315537063905
mp-22867	-72.097972	-57.37200294433923	4.425743	3.5824949229311147	25.667517778571387
mp-22875	-29.442783	-24.017796569209693	2.130939	1.7483554033092572	22.58736106435768
mp-22888	-122.948162	-97.84505499940019	4.244849	3.2744043798985767	25.65597924264409
mp-22894	-8.796972	-7.08029154154064	0.571452	0.4635351306759919	24.2459007286276
mp-22895	-4.723052	-3.845149584620927	0.241695	0.1968807231220637	22.8314242673506
mp-22898	-54.73494	-43.32385757366765	3.129643	2.5034795618026395	26.339026728931064
mp-22899	-104.849658	-85.11115110569753	2.833756	2.319675717040688	23.19144628861815
mp-22901	-59.172588	-47.11075374029176	3.613646	2.9134742497772397	25.603144297375728
mp-22903	-49.00693	-39.186473043452395	3.727597	3.0194662647183086	25.06083399151046
mp-22905	-171.63402	-138.377890162887	3.29769	2.6869345047138773	24.03283486832081
mp-22906	-57.015983	-45.79952086075511	3.96322	3.2281625116977586	24.490348214223566
mp-22909	-75.037205	-61.790853269128	3.275246	1.9078193470485034	21.437398951553487
mp-22913	-4.22119	-3.419794681091479	0.209969	0.17019141918489175	23.43401851987042
mp-22914	-14.276004	-11.568889538573016	0.574348	0.46609050506898203	23.39995081118994
mp-22916	-77.991588	-62.85660428730777	2.961256	2.4085491045646545	24.078589488405335
mp-22919	-16.976248	-13.853396324074247	1.366071	1.1186321906301904	22.542137703076477
mp-22922	-34.366312	-27.74727407185468	1.557797	1.2630381673709088	23.85473221983745
mp-22925	-8.593421	-7.0289003965671055	0.564516	0.46235156571152836	22.258397689018345
mp-22934	-107.199983	-97.95314002055673	5.540795	4.49757263754996	9.440067952393056
mp-22935	-308.319103	-191.50828599283875	8.416415	5.611725678972649	60.99517647582583
mp-22936	-114.595856	-94.9997141134291	2.097337	1.607057083277093	20.627579850580616
mp-22937	-63.422405	-53.917296542014135	2.291967	1.5772215458074241	17.629052396162276
mp-22951	-78.26304	-68.0333180133536	3.061922	2.334033278278098	15.036341435880754
mp-22956	-112.795795	-105.39815939849838	5.561233	4.621452404154293	7.01875217149856
mp-22957	-152.829978	-123.25651536089376	3.947214	3.136037970835317	23.993427489423556
mp-22984	-79.728129	-63.764379819100164	1.569074	1.035465371207685	25.03552802707258
mp-22988	-133.216516	-96.2594880821541	4.318081	3.0945777995228636	38.39312742480448
mp-22990	-114.173194	-106.36984933986797	7.378275	4.243108635405614	7.336049367898552
mp-23004	-98.320829	-90.61344199188787	5.063283	2.9862816038573965	8.505787705098031
mp-23009	-99.509416	-82.96165476284435	2.012242	1.4943361408020424	19.94627672803704
mp-23018	-145.695982	-118.92526686853368	2.670591	1.7246823667568185	22.510536100843968
mp-23023	-117.363297	-99.73893811815	2.721539	1.952962753404002	17.670489795041046
mp-23024	-115.192204	-97.41506832739509	3.565079	2.7636466288998403	18.24885613471938
mp-23025	-142.755482	-118.29463669969311	2.910049	2.1684409219760394	20.67789883188368
mp-23033	-106.739697	-86.27688845485326	2.325015	1.7420277349258804	23.717601447639673
mp-23040	-43.814374	-38.006916395393155	1.460547	1.0588430511437343	15.280002050655106
