Name	Formula	Mass	Frequency [meV]	Alpha	Reference_Alpha	ZPR	Reference_ZPR	Error
mp-14437	RbYO2	0.61121124	61.4809	2.3135964065968717	2.3135	-146.8902294217015	-142.2387	3.270227738092022
mp-9166	MgCN2	1.03002201	110.9403	2.0604923436251785	2.0604	-235.1353784714968	-228.5842	2.8659804446225055
mp-22990	CsICl2	1.0743322499999999	23.4403	4.243108635405614	4.2429	-106.36984933986797	-99.4558	6.9518814788760155
mp-22660	InAgO2	0.29997528999999995	63.4492	0.5120502696004274	0.512	-32.700196278806175	-32.4884	0.6519135408520458
mp-10969	CdCN2	0.7055999999999999	106.59580000000001	1.3858940397636825	1.3859	-150.45893158439674	-147.7337	1.8446918911505892
mp-10226	NaYS2	0.59213025	40.385	1.5235711361932618	1.5235	-62.789026339147696	-61.5278	2.04984793727014
mp-9382	SrZrN2	0.24641296000000001	65.3028	0.47985835413549255	0.4799	-31.52649584447533	-31.3382	0.6008508608513912
mp-7041	CaHgO2	0.6432040000000001	62.8411	1.3079247167471861	1.3079	-83.61744815189526	-82.1924	1.7337955235462814
mp-3915	BaHgO2	0.59213025	48.2928	2.022584753598363	2.0226	-100.41429096708839	-97.675	2.8044954871649797
mp-27193	RbIO3	0.63123025	61.7296	1.4978863905122157	1.4978	-94.32202897076498	-92.4597	2.0142061576719126
mp-8280	Ba(MgAs)2	0.47955625	28.1484	0.6558518701459884	0.6559	-18.615963002255306	-18.4614	0.837222541385295
mp-8277	Sr(CdP)2	0.09138529000000001	33.0967	0.2053360179978474	0.2053	-6.81336043823118	-6.7948	0.27315650543326153
mp-541989	Na2CN2	0.6977260900000001	78.8396	2.3758574293104298	2.3758	-193.6235513263795	-187.3078	3.3718570857057277
mp-5020	BaTiO3	14.54507044	82.486	7.256647778453295	7.2567	-701.1336315248077	-598.5731	17.13416983235761
mp-3448	KMgF3	0.51208336	55.6523	3.705894332862334	3.7059	-218.19692865061265	-206.2397	5.7977337295451115
mp-10408	K2CN2	0.71503936	67.9633	2.6428396925434696	2.6428	-186.47239394746939	-179.6118	3.8196788559935357
mp-9567	Ba(MgSb)2	0.44702595999999994	24.125	0.5191690528950739	0.5192	-12.607465228543862	-12.5256	0.6535832897734375
mp-7752	Sr3SbN	0.38925121	38.2573	0.8271803612099837	0.8272	-31.983503584348043	-31.6481	1.059790585684585
mp-7375	KNbO3	2.96700625	91.6166	3.3045567002334493	3.3046	-317.9146684138287	-302.7568	5.0066153473113335
mp-570008	Sr3BiN	0.39551521	37.1148	0.7266217574839722	0.7266	-27.219904004510138	-26.9679	0.9344591329326255
mp-3216	Li2ZrN2	0.9040206399999999	81.598	1.1568052596483502	1.1568	-95.8287871888192	-94.3954	1.5184926265678313
mp-22988	CsGeCl3	1.08139201	29.7332	3.0945777995228636	3.0946	-96.2594880821541	-92.0109	4.617483452671476
mp-9565	Ca(MgSb)2	0.40043584000000004	28.1907	0.46484742613442553	0.4649	-13.181445171483952	-13.1046	0.5863984515662658
mp-9306	Sr2ZnN2	0.34845409000000005	55.0397	0.9660074787821975	0.966	-53.83678201090284	-53.1657	1.2622461679293908
mp-9200	K3AuO	0.34456899999999996	28.8431	1.599808943636158	1.5999	-47.13993452819847	-46.1467	2.152341398623225
mp-4405	Rb3AuO	0.253009	22.7068	1.5141755809191444	1.5143	-35.08120233933775	-34.3855	2.0232433419253746
mp-29209	Ba(MgBi)2	0.04137156	20.7734	0.1155335993394313	0.1155	-2.4034706562449943	-2.4002	0.13626598804243198
mp-28873	CsBrO3	1.20143521	49.6145	3.308994749327347	3.3091	-172.4101099760499	-164.1781	5.0140731169686505
mp-28377	CsGeI3	0.20839225000000003	17.4801	0.7405871714624864	0.7406	-13.068671077446346	-12.9461	0.946779937172947
mp-8818	Ca2ZnN2	1.6936419599999997	63.7414	1.8056127575996508	1.8056	-117.93322913280718	-115.0944	2.466522378853525
mp-5860	K2HgO2	1.1638094399999999	44.6352	3.2003445946061837	3.2002	-149.7220676202273	-142.8432	4.815677344267918
mp-5795	CaMg2N2	0.21622500000000003	68.9222	0.7350381323128333	0.7351	-51.138551949254044	-50.6645	0.9356688593671055
mp-5072	Rb2HgO2	0.81252196	40.0859	2.9887336937980686	2.9888	-125.10651732173288	-119.8098	4.420938288631552
mp-28872	RbBrO3	1.05431824	52.9229	3.077539417890126	3.0774	-170.3406277985724	-162.8674	4.588535089632668
mp-8579	Ba(AgS)2	0.15000128999999998	28.4354	0.4907977469992044	0.4908	-14.04281283245745	-13.957	0.6148372319083573
mp-8452	NaLiS	0.30680520999999994	41.7445	1.4476427841668054	1.4478	-61.601252255945816	-60.4358	1.928413714960033
mp-5878	KZnF3	0.44275716	47.5773	3.504458617838088	3.5048	-175.72636427930317	-166.7488	5.383885388862277
mp-561947	CsHgF3	0.32012964	34.5215	2.6448098054738343	2.6447	-94.79107727608559	-91.3008	3.8228331800877897
mp-553303	CsCu3O2	1.2998280099999997	27.4743	2.396201501727068	2.3963	-68.07443530456975	-65.8377	3.397347271502116
mp-22951	BaIF	0.47858723999999997	28.2169	2.334033278278098	2.3339	-68.0333180133536	-65.8546	3.308376352378707
mp-20790	InPS4	0.34316164	41.0474	0.650609109304036	0.6507	-26.92786563388644	-26.7082	0.8224651376223007
mp-16236	KAgSe	0.11316495999999998	18.5743	0.7118146209729815	0.7117	-13.342138583887431	-13.2198	0.9254193247056067
mp-10485	BaLiSb	0.41126568999999996	19.807	0.8283349257397987	0.8284	-16.582227828792195	-16.4078	1.0630787112970272
mp-766	As2Ru	0.8281000000000001	34.8377	0.3247101836148157	0.3247	-11.35828471253419	-11.3125	0.40472674063371716
mp-5962	NaMgAs	0.11048975999999998	26.835	0.4983316452742449	0.4984	-13.45719581599627	-13.3747	0.6168049825137717
mp-3277	BAsO4	0.67108864	116.204	1.341755269080567	1.3417	-158.69799852463768	-155.9074	1.7899076789412736
mp-29754	SrLiN	0.23863225	56.8494	0.5520713781639075	0.5521	-31.605178381332358	-31.3862	0.697690008132107
mp-27716	KTlO	0.39200121	43.3158	1.0205225571223675	1.0205	-44.79330726071752	-44.2042	1.3326952206295306
mp-2455	As2Os	0.5453822500000001	31.651	0.3105843873799297	0.3106	-9.868620182216395	-9.8298	0.3949234187510862
mp-9915	LiBeP	0.37161216	56.9247	0.48429806273081744	0.4843	-27.73762156313645	-27.5689	0.6119996196310007
mp-9881	KAuSe	0.37173409	17.4526	1.4512962250354537	1.4512	-25.820680971887935	-25.328	1.9452028264684755
mp-9846	RbCaSb	0.2304	17.1781	1.0143679335812668	1.0143	-17.65543478602923	-17.4235	1.3311607084066246
mp-9845	RbCaAs	0.22259524	20.4519	1.0551584954934115	1.0552	-21.877658110434044	-21.5802	1.3783844006730381
mp-9731	RbAuSe	0.391876	14.234	1.7521043114705424	1.7521	-25.534835149386783	-24.939	2.389170172768688
mp-7089	KMgSb	0.32752729	23.8419	0.7112905070092805	0.7113	-17.113189374322445	-16.9599	0.9038341872442889
mp-29529	NaSnP	0.28804688999999994	30.06	0.3609312022594811	0.361	-10.898863719645409	-10.8506	0.4448023118114071
mp-9573	NaBeAs	0.53802225	41.617	0.5393409280796237	0.5394	-22.59953203750621	-22.4463	0.6826605610109935
mp-753671	PNO	0.86936976	132.4754	1.4639899314618867	1.464	-197.74408259607446	-193.9464	1.9581093519005517
mp-568018	RbSb2	0.21548164	9.9875	0.5227654842582147	0.5228	-5.255760930660289	-5.2211	0.6638626086512224
mp-551456	Ba2CuClO2	1.1616528400000001	39.3291	2.955497369648538	2.9554	-121.31013947739133	-116.2337	4.367442039091358
mp-5046	BeSO4	0.62062884	127.569	1.5112448647716352	1.5112	-196.6998419122951	-192.7861	2.030095485252883
mp-29403	GaCuI4	0.8076616900000001	21.9449	0.8335887554038184	0.8336	-18.4898823106091	-18.2924	1.079586662270124
mp-267	Te2Ru	2.3350896100000003	31.4266	0.4075553601981317	0.4076	-12.873921637840892	-12.8083	0.5123368272205769
mp-773137	KCaBi	0.15976009	15.005	0.7973669448028238	0.7974	-12.087403973904078	-11.9654	1.0196397437952496
mp-7077	KAuS	0.4367888100000001	22.2012	1.6215174361823803	1.6216	-36.78864948641091	-36.0005	2.189273722339714
mp-20027	FeP2	1.2775780900000002	56.6926	0.31782299173672596	0.3178	-18.090101998221616	-18.019	0.39459458472511183
mp-1522	FeS2	4.182434010000001	56.9614	0.3791013339712317	0.3791	-21.697245324081585	-21.5938	0.4790510428066555
mp-626785	KHO	0.44435556	76.0823	2.4370240249499835	2.4369	-191.84960683072063	-185.4017	3.477803510280988
mp-626620	RbHO	0.38725729	65.5306	2.3480111403216384	2.3479	-158.98118029590842	-153.8592	3.329004892725576
mp-625136	CsHO	0.65723449	55.3697	3.056909479478825	3.0568	-176.95765498321956	-169.2546	4.551164330670803
mp-696804	RbHS	0.37295449	20.2469	3.173924590506884	3.1741	-67.32292068387262	-64.2654	4.7576467023820355
mp-634676	KHS	0.39262756000000004	24.4517	2.7308403634377822	2.7308	-69.42365983553225	-66.7726	3.9702809768262006
mp-24424	BaHBr	0.51222649	71.8604	1.2846531608066514	1.2847	-93.88672031790577	-92.3223	1.6945205198589843
mp-23862	BaHI	0.47361924000000005	69.5483	1.004938556615467	1.0049	-70.80730751277314	-69.8916	1.3101825008629635
mp-23861	BaHCl	0.5320243600000001	74.292	1.4727631121562332	1.4728	-111.57311426580328	-109.4155	1.9719457168347165
mp-7547	BaSe2	0.20223009	15.8179	0.7099040059447301	0.7099	-11.331400343893984	-11.2298	0.904738676503453
mp-7090	NaMgSb	0.39790864000000004	23.3853	0.7707190442147878	0.7707	-18.202201668746675	-18.0228	0.9954150783822403
mp-677335	GaPO4	0.565504	100.7306	1.6681170501264944	1.6682	-171.82985308056493	-168.0392	2.2558147626059495
mp-23860	SrHCl	0.5347996899999999	77.3999	1.5044453536627413	1.5046	-118.79508193340408	-116.4539	2.0103937553006577
mp-9562	LiBeAs	0.38663524000000005	47.7352	0.47750356135034294	0.4775	-22.931528259812435	-22.7924	0.6104151375565282
mp-7849	AlAsO4	0.58033924	95.2238	1.6146628610514542	1.6147	-157.10857485482663	-153.7534	2.1821792915321736
mp-7848	AlPO4	0.57032704	114.8915	1.6438725312815763	1.6437	-193.0692416868052	-188.8466	2.236016791832746
mp-7786	CsCu3S2	0.521284	18.8954	1.0995356344376679	1.0995	-21.075552837333866	-20.7753	1.4452394782932851
mp-29149	Li4NCl	0.43178041	63.7786	1.3205225511411216	1.3205	-85.69748233287841	-84.217	1.7579376288378947
mp-22957	SrClF	0.5568144399999999	37.5415	3.136037970835317	3.1362	-123.25651536089376	-117.7371	4.687915160891308
mp-8658	CsNaSe	0.23648769	19.4391	1.6278860118271954	1.628	-32.3412000027396	-31.6468	2.1942186974341755
mp-8430	KLiS	0.33825856	39.9686	1.5602558635041206	1.5603	-63.67151489229214	-62.3625	2.0990417194502147
mp-6973	CsNaS	0.27092025	27.5559	1.6675771769804535	1.6676	-46.990254126137785	-45.9528	2.2576516036841747
mp-541037	CsCuO	0.65221776	30.2964	2.4017541281865467	2.4017	-75.247505539653	-72.7632	3.4142334856809593
mp-23432	BaClF	0.5496739599999999	33.886	3.1658490156204655	3.1657	-112.37150082211367	-107.2722	4.7536088773360445
mp-2319	P2Os	0.7735202499999999	46.9689	0.34271130650431253	0.3427	-16.166117201526475	-16.0963	0.43374689541370354
mp-684	BaS2	0.5060899600000001	23.7849	1.485918202194295	1.486	-36.04645581235464	-35.3452	1.984019930159225
mp-5339	CsNaTe	0.22099401000000002	16.2051	1.4838611276629758	1.4837	-24.524407439774677	-24.0441	1.9976103899695847
mp-3637	YOF	1.8944769600000002	67.0769	4.147485958368361	4.1474	-296.9342444623062	-278.1946	6.73616398819611
mp-3486	KSnSb	0.08952064000000001	14.4465	0.17635835023829094	0.1763	-2.5533602908663298	-2.5474	0.23397545993285915
mp-23070	BaBrF	0.5204179600000001	30.5586	2.8346374282997115	2.8346	-90.21718899271816	-86.6217	4.150794769345509
mp-760	FeSe2	4.709768039999999	43.4377	0.4036262751931714	0.4036	-17.621839125363724	-17.5327	0.508416418256891
mp-546794	SiO2	0.55547209	120.6469	1.5464459899634524	1.5463	-190.45608088049818	-186.5613	2.087668171532997
mp-4824	NaZnP	0.33005025	35.9087	0.5831364281336229	0.5831	-21.09515099905935	-20.9388	0.7467046777243623
mp-13277	BaLiP	0.45400643999999996	32.0846	0.9796942742917998	0.9798	-31.83393514420922	-31.4351	1.268757357887274
mp-13276	SrLiP	0.54125449	35.9005	1.0314743108387086	1.0314	-37.5290807452725	-37.0287	1.3513321971133239
mp-13097	NaZnAs	0.05089536	25.836	0.21898169237262496	0.219	-5.673084054867299	-5.6579	0.26836909219497834
mp-856	SnO2	0.17272336000000002	74.3156	0.7307873330108906	0.7307	-54.81835452283339	-54.3051	0.9451313464727721
mp-3589	BPO4	0.582169	141.22669999999997	1.3208209801604673	1.3209	-189.80596262408233	-186.5414	1.7500472410319188
mp-2695	Sb2Os	0.73427761	25.1966	0.37725823660555546	0.3773	-9.550785026534752	-9.5056	0.47535165097156507
mp-23024	SrBrF	0.52070656	33.8847	2.7636466288998403	2.7635	-97.41506832739509	-93.641	4.030358846440219
mp-7421	KZnAs	0.05470921	25.2257	0.165818443937737	0.1658	-4.191525289350551	-4.1823	0.22057933076420477
mp-676861	AlSbO4	0.27405224999999994	88.3467	0.9987720129847798	0.9987	-89.38658276399434	-88.2339	1.306394440225735
mp-552537	Sr2CuBrO2	0.5516032900000001	42.66779999999999	1.7044239226721485	1.7044	-74.40795951061737	-72.7243	2.3151264578928568
mp-1413	P2Ru	0.74632321	48.5441	0.29706241333799444	0.2971	-14.47434695427494	-14.4207	0.37201352413503147
mp-1249	MgF2	0.52678564	70.8761	3.080079760877173	3.0802	-228.32425482807784	-218.3133	4.585590904483531
mp-9386	CsAu3Se2	0.32558436	10.789	0.9328342887386541	0.9328	-10.186228134667802	-10.0638	1.216519949400838
mp-9385	RbAu3Se2	0.28686735999999996	11.0747	0.8783397464033932	0.8783	-9.837926253761065	-9.7267	1.1435147970130237
mp-9384	CsAu3S2	0.37613688999999995	13.4996	1.1787850249451985	1.1788	-16.160090433780677	-15.9138	1.5476531927049306
mp-22935	CsBrF	1.3651585600000002	30.8648	5.611725678972649	5.612	-191.50828599283875	-173.2128	10.562433026219058
mp-22909	ZnCl2	0.44649124	31.5598	1.9078193470485034	1.9079	-61.790853269128	-60.2143	2.618237310951051
mp-9250	RbLiSe	0.25120144	29.7918	1.286533422101171	1.2865	-38.98144228929231	-38.3268	1.708053605550977
mp-9244	LiBC	1.8001588899999996	104.3182	0.2961535250218651	0.2962	-31.00893158446351	-30.8947	0.36974492215011207
mp-9010	RbAuS	0.43480836	19.3124	1.8018280087802623	1.8019	-35.654567198135204	-34.7987	2.459480377529068
mp-9008	RbTeAu	0.7596865600000001	12.7017	1.7264783837190008	1.7265	-22.444255929752735	-21.9291	2.349188656865704
mp-8756	KLiSe	0.26615281	31.543	1.3292489153877198	1.3293	-42.668746164923256	-41.9314	1.7584582554440338
mp-573755	CsTeAu	0.4760999999999999	11.304	1.4251159866969092	1.4252	-16.41617341968336	-16.1102	1.8992527695705932
mp-7438	KZnSb	0.06574096000000001	21.5204	0.16767849153060507	0.1677	-3.6160452175416764	-3.609	0.19521245612846824
mp-7437	KZnP	0.14691888999999997	36.0133	0.3583998132864276	0.3584	-12.965357015177029	-12.9066	0.45524782031696465
mp-7436	KCuTe	0.11142243999999998	18.8722	0.3372018290388127	0.3372	-6.390706482665521	-6.363	0.4354311278566749
mp-4495	KLiTe	0.23590449000000002	27.1285	1.0981590315872292	1.0981	-30.220133920299855	-29.7905	1.4421843215113983
mp-22888	CaBr2	0.8042502400000001	28.4721	3.2744043798985767	3.2743	-97.84505499940019	-93.2269	4.953672169084449
mp-2008	FeAs2	1.58911236	41.3174	0.3168747629307114	0.3169	-13.14451997484429	-13.0926	0.3965596966552897
mp-7863	Rb2Sn2O3	0.46977316	57.1569	1.0797591966113609	1.0797	-62.58803353023357	-61.7149	1.4147856194104933
mp-6947	SiO2	0.44675855999999997	120.5199	1.3920864609689856	1.3921	-170.88774528686898	-167.7773	1.8539130662306404
mp-31212	K2MgF4	0.5453822500000001	49.3585	4.178621732433457	4.1783	-220.28181976419285	-206.2337	6.811747917141014
mp-22607	Zn(InSe2)2	0.097969	26.2065	0.22326623990704816	0.2233	-5.867345443399749	-5.8516	0.269079284294019
mp-15776	Zn(GaSe2)2	0.12702096	30.744	0.24346755088089908	0.2435	-7.507955529493452	-7.486	0.29328786392535294
mp-8751	RbLiS	0.31315215999999996	37.8922	1.4716719701822294	1.4716	-56.864165850561456	-55.7609	1.97856535773536
mp-574599	CsAuSe	0.39162564000000005	12.853	1.9106489228726964	1.9107	-25.203250911928226	-24.5577	2.62871079917185
mp-3167	Hg2GeSe4	0.042353640000000005	17.1776	0.061486217187365834	0.0615	-1.0569904702943467	-1.0564	0.05589457538306208
mp-27138	K2PdBr4	0.9042108099999999	16.2762	3.894424222504005	3.8946	-67.30832639733134	-63.3891	6.18280808109177
mp-11719	K4ZnP2	0.27185795999999995	26.8409	1.0879045696427578	1.088	-29.616389475510797	-29.2025	1.417308365759083
mp-11175	LiZnPS4	1.3551288099999999	49.5346	1.3318802833619432	1.3319	-67.1414175582654	-65.9749	1.76812326849362
mp-8799	RbNaS	0.27123264	28.4702	1.7750377361353784	1.7751	-51.759652880644396	-50.5378	2.417700969659143
mp-552934	Ba2CuBrO2	0.98783721	38.3159	2.5395057906047276	2.5395	-100.84717432170139	-97.3016	3.643901355888696
mp-545359	KNa2CuO2	0.7735202499999999	42.0478	2.9064709149219237	2.9065	-127.4374982775038	-122.2111	4.276533209752473
mp-30315	Ca3BN3	0.366025	70.1716	1.0898411189199761	1.0898	-77.56759839665465	-76.4714	1.4334749941215181
mp-27207	K2MgCl4	0.39967684	30.0296	3.7926704888140437	3.7926	-120.69725697265241	-113.8907	5.976394009916891
mp-15777	Zn(GaTe2)2	0.32661225	24.9687	0.2172844851048276	0.2173	-5.440032566507215	-5.4251	0.27524960843514973
mp-550751	BaBeSiO4	0.4803876100000001	83.8944	2.0001612615624227	2.0	-172.44726953118868	-167.7919	2.774490026746632
mp-29585	K4CdAs2	0.22915369000000002	19.0909	0.9051489143805198	0.9051	-17.48284212963047	-17.2789	1.1802957921538382
mp-16337	Ga2HgTe4	0.08133904	21.059	0.11408649510775225	0.1141	-2.405952668421675	-2.4025	0.14371148477315843
mp-7604	Mg3NF3	0.38328481	73.6674	2.0252853190581477	2.0254	-153.3860371071249	-149.2088	2.7995916508442598
mp-697096	Na2H4Pt	0.538756	72.994	1.3219701887944955	1.322	-98.18947195532641	-96.4979	1.7529624534071826
mp-567655	Sr2C(NCl)2	0.47665216	66.9351	1.7587246094724829	1.7586	-120.54253556368593	-117.7124	2.4042798920809774
mp-20731	In2HgSe4	0.06728836	21.8658	0.15183969710775813	0.1519	-3.3263709947833098	-3.3204	0.17982757448831407
mp-867261	RbSrCO3F	0.56130064	68.2346	2.9473425491282983	2.9474	-209.85869674485724	-201.1176	4.346261463371296
mp-7906	Al2HgS4	0.24750625	45.2999	0.5836572110223476	0.5836	-26.636111946766277	-26.4384	0.7478211494125061
mp-5532	Sr2TiO4	0.8719824399999999	80.5407	2.1267211795247296	2.1266	-176.37022858061297	-171.2807	2.971454799409962
mp-29484	K4HgAs2	0.253009	19.378	0.9750778292195381	0.9751	-19.134810655389106	-18.8948	1.2702471335452419
mp-20832	Zn(InTe2)2	0.08514724	21.173	0.13200960060776956	0.132	-2.799627121141965	-2.7948	0.1727179455404695
mp-865427	KSrCO3F	0.6077761599999999	63.8622	3.8903078814137504	3.8902	-263.79398603066124	-248.4348	6.182381063627659
mp-760417	Rb4I2O	0.32444416	25.3704	2.597703171381905	2.5976	-68.36980887250127	-65.9021	3.744507189454148
mp-676464	Cd3AsI3	0.12355224999999999	16.7996	0.5847844987356051	0.5848	-9.897304006873526	-9.8246	0.740020019884022
mp-643260	Na2H4Pd	0.52099524	73.3744	1.3110459267827954	1.311	-97.87051851973227	-96.1973	1.7393612084042622
mp-643257	K2H4Pd	0.8495308899999999	70.8298	2.2093991747232464	2.2096	-161.34144103875119	-156.5031	3.091530480067932
mp-7910	Al2HgTe4	0.27206655999999996	28.734	0.281212795531096	0.2812	-8.108839661046925	-8.0796	0.36189490874456787
mp-7909	Al2CdTe4	0.20088324	32.4698	0.2359305452591418	0.2359	-7.683210087290766	-7.6602	0.3003849415258861
mp-7908	Al2ZnTe4	0.3203559999999999	34.3851	0.2634454506702881	0.2634	-9.088471824675189	-9.0577	0.3397311091688645
mp-697133	Cs2CaH4	0.71537764	98.6356	1.7478319713134405	1.7478	-176.50302220568815	-172.3985	2.38083405928018
mp-37091	Sr(AlTe2)2	0.27050401	29.0268	0.500324306483157	0.5004	-14.614920635549296	-14.5241	0.625309902502019
mp-7907	Al2ZnSe4	0.18481401	41.1743	0.33234302030761526	0.3323	-13.741126492310963	-13.6842	0.41600160996596414
mp-38117	Ba(GaTe2)2	0.20657025	22.4186	0.34641322531993596	0.3464	-7.799923507938042	-7.7668	0.4264756133548133
mp-35777	Mg(InTe2)2	0.09326916	24.0009	0.14694010391169016	0.147	-3.533143073974967	-3.5271	0.17133265217790994
mp-28591	Na4HgP2	0.22638564	32.4958	0.6433168222341686	0.6434	-21.076899536428435	-20.9072	0.8116798826645152
mp-21374	Cd(InTe2)2	0.08311689	19.9459	0.14138771449987936	0.1414	-2.8250653724370585	-2.8201	0.17607079312997456
mp-19765	In2HgTe4	0.05499024999999999	17.8344	0.08444429843731485	0.0844	-1.5075910771329937	-1.5058	0.11894522067961522
mp-8335	Ba2ZrO4	0.6997322500000001	66.2213	2.2776803596647137	2.2776	-155.67182568196984	-150.8261	3.212789883163351
mp-768368	K4I2O	0.33269824	29.0684	2.3253114891421918	2.3252	-69.81483084757264	-67.5905	3.2908927254164873
mp-754363	Ba2HfO4	0.51108201	64.2786	1.9886188081106004	1.9886	-131.34097145649784	-127.8215	2.75342681512722
mp-13949	Cd(GaTe2)2	0.11048975999999998	23.3362	0.14834400002505743	0.1484	-3.468175829815918	-3.4623	0.16970885873316227
mp-8299	Sr4As2O	0.27102435999999996	26.2686	1.1387211105348563	1.1388	-30.360023422293875	-29.9151	1.487287096796854
mp-8298	Sr4P2O	0.29203216	31.8655	1.217239931773261	1.2173	-39.41095674628811	-38.7915	1.5968878395733812
mp-3038	Al2HgSe4	0.16048036000000002	34.2494	0.36434365923017176	0.3644	-12.53576729225274	-12.4799	0.4476581723630684
mp-23353	Cu2HgI4	0.151321	14.772	0.32046009647921125	0.3205	-4.7528832777194	-4.7344	0.39040380448209216
mp-22934	K2PtCl4	1.0389724900000001	20.2526	4.49757263754996	4.4978	-97.95314002055673	-91.0922	7.5318633434659885
mp-28069	Ca3AsCl3	0.8663886399999999	33.916	2.2274476410505253	2.2275	-77.9094386876844	-75.549	3.1243811138259843
mp-2574	ZrO2	0.8239192899999999	80.2005	1.8143182268625169	1.8143	-149.12026207799553	-145.5082	2.4823769918090846
mp-1565	ZrO2	1.2003393599999999	80.7614	2.0984391317334694	2.0984	-174.42570574439353	-169.4724	2.9227801957094677
mp-10615	BaLiP	0.21827584	33.2127	0.5615972573392322	0.5616	-18.785384833751905	-18.6531	0.709184177171124
mp-6930	SiO2	0.50367409	119.9909	1.4340050532866873	1.4341	-175.3652297430698	-172.0842	1.9066420642161106
mp-570097	Sr(Li2P)2	0.50708641	40.507	0.840164076793311	0.8402	-34.401791812349906	-34.0322	1.0860062304226663
mp-27294	Ca3AsBr3	0.78712384	29.7613	1.8644436364159724	1.8646	-56.90777924245737	-55.4914	2.552430182798369
mp-2371	Ga2Te5	0.15792675999999997	21.3335	0.17396562761547757	0.174	-3.7193406358588326	-3.7114	0.21395257473817852
mp-6867	KCaCO3F	0.6077761599999999	74.6606	2.9223285826152736	2.9221	-227.57583095203782	-218.1693	4.31157406291253
mp-551873	Ca4Bi2O	0.22819729000000002	28.3449	0.545883761233104	0.5459	-15.580353555319581	-15.4732	0.6925106333504435
mp-29342	Ca3PCl3	0.8626694399999999	38.8297	2.0630571166175833	2.063	-82.40431675914256	-80.105	2.8703785770458223
mp-2858	ZrO2	1.75960225	85.4138	2.34281848781269	2.3428	-206.74374639580552	-200.1066	3.3168053406561953
mp-23485	Ag2HgI4	0.19175641000000002	13.2399	0.7534692273219877	0.7535	-10.072463213853547	-9.9763	0.963916620927068
mp-571461	K4ZnAs2	0.23551609	19.6195	1.0169902707936758	1.0169	-20.21752642464436	-19.9519	1.3313339814471796
mp-5350	Zn(GaS2)2	0.21427640999999997	42.876	0.4212752867949808	0.4213	-18.158649402953063	-18.0624	0.5328716170224509
mp-4452	Cd(GaS2)2	0.20839225000000003	40.6252	0.4707003954800898	0.4707	-19.236213574025626	-19.1233	0.5904502571503139
mp-3359	Ba2SnO4	0.37773316000000007	58.9351	1.6077252534642594	1.6077	-96.80875710482626	-94.7504	2.1723993828271513
mp-22956	K2PdCl4	1.20714169	21.149	4.621452404154293	4.6215	-105.39815939849838	-97.739	7.8363390238271045
mp-9321	Ba2HfS4	0.34987225000000005	37.0352	1.1615699095034533	1.1615	-43.67620244137771	-43.0166	1.5333672149303164
mp-28302	K4CdP2	0.26594649000000004	26.4496	0.9758861363235485	0.9759	-26.139600923719723	-25.8122	1.2683960441950781
mp-20098	Ba2PbO4	0.42393121	51.696	1.6516713135172034	1.6516	-87.29452173522321	-85.381	2.241156387513865
mp-1591	Al4C3	0.37112463999999995	90.1256	0.4590380247526257	0.4591	-41.611277793403275	-41.373	0.5759258294135726
mp-15157	Cs2CaF4	0.45252528999999997	38.5265	4.028840012129079	4.029	-165.2662947308089	-155.2239	6.469618873645697
mp-13660	Ca4Sb2O	0.23571024999999998	31.2113	0.6304869288463001	0.6305	-19.836703057471418	-19.679	0.8013773945394549
mp-8861	Rb2MgF4	0.4833030400000001	46.8857	3.5658927367125397	3.566	-176.41049143260923	-167.1948	5.511948596851845
mp-8789	Ca4As2O	0.28836900000000004	34.8117	0.8553053881564306	0.8553	-30.1038010304784	-29.7745	1.1059834102282193
mp-5380	Ca4P2O	0.3112524099999999	40.4284	0.9541828342653226	0.9541	-39.0545080795785	-38.5733	1.2475159749839748
mp-4809	Ga2HgS4	0.18301284	36.932	0.46416475659146195	0.4642	-17.243201525791534	-17.1436	0.580983724489224
mp-28627	K4Br2O	0.383161	28.771100000000004	3.4174913258048165	3.4173	-103.46204356947322	-98.3189	5.231083311014693
mp-8873	LiGeBO4	0.59105344	108.1958	1.507355653846195	1.5075	-166.3894994805773	-163.1057	2.0132953542256957
mp-757	Li3As	0.28227968999999997	41.1199	0.4736043943332254	0.4736	-19.591313673273067	-19.4731	0.607061398919886
mp-22984	NaBiO2	0.40602383999999997	60.7589	1.035465371207685	1.0355	-63.764379819100164	-62.9171	1.3466606361389286
mp-22937	Na4I2O	0.26440164	33.4733	1.5772215458074241	1.5773	-53.917296542014135	-52.7983	2.1193798702119913
mp-14017	K3Sb	0.11115555999999999	13.2535	0.6082898185385541	0.6082	-8.124497891631128	-8.061	0.7877173009692092
mp-12532	KAg2PS4	0.22743360999999998	35.704	0.5864209948088063	0.5864	-21.093943134391417	-20.9362	0.7534468260305933
mp-7956	Na3Sb	0.06390784000000001	18.5852	0.26587498516016017	0.2659	-4.957787804894373	-4.942	0.319461855410217
mp-7937	NaNbS2	0.55562116	23.3616	0.35314088194770926	0.3532	-8.286578108143377	-8.2503	0.4397186543929077
mp-5928	Al2CdS4	0.26440164	50.260299999999994	0.5628628056032146	0.5629	-28.49218236400786	-28.2915	0.7093380132119569
mp-28599	Na4Br2O	0.30680520999999994	33.6126	2.3455827639566262	2.3457	-81.45871951997154	-78.8453	3.3146167494721226
