Name	Frequency [meV]	ZPR [meV]	Reference_Alpha	Reference_ZPR [meV]
mp-9881	216.4865739252731	-32.370453	2.244301	-31.481428
mp-989400	244.19289034318697	-222.682482	5.450013	-200.599104
mp-989405	129.44447444235843	-80.104193	3.51554	-72.474444
mp-989407	1360.771634348545	-125.301891	1.71525	-121.162723
mp-989513	1358.2762233905785	-83.957931	1.369315	-82.143706
mp-989514	157.21225098584048	-136.462891	5.907458	-113.08044
mp-989520	160.84202950870636	-179.285912	12.793791	-146.499186
mp-989522	166.25941637528027	-0.788289	0.03508	-0.788069
mp-989523	259.4141246444589	-506.704784	8.225805	-325.170838
mp-989526	177.05971933616433	-353.131569	10.111389	-224.669056
mp-989527	258.7416985132172	-1274.48623	16.475077	-541.174597
mp-989529	146.1795277573562	-169.643876	13.693222	-146.333154
mp-989531	337.60654090306446	-189.045831	5.607693	-171.147694
mp-989532	202.28711783027958	-321.361562	12.274528	-224.045901
mp-989535	649.6919807524636	-97.520795	1.110501	-95.63517
mp-989536	275.51855513547855	-1129.974655	15.351303	-522.569662
mp-989537	175.60472602905867	-250.407129	8.71422	-196.650431
mp-989538	154.32747125308651	-184.722533	5.020297	-158.232266
mp-989539	940.2491722843566	-103.628965	1.120035	-101.720173
mp-989541	230.90017891751754	-590.785999	12.369743	-337.980753
mp-989545	181.75539948093936	-168.540901	10.338274	-137.048886
mp-989547	231.4440437498283	-128.326328	7.179987	-113.363207
mp-989548	226.48101764198015	-360.418399	8.798554	-233.454098
mp-989558	201.5330205759829	-287.994174	7.968034	-226.011106
mp-989561	383.94933249530465	-185.127892	5.753814	-168.947386
mp-989562	343.7934634633904	-311.416113	6.037159	-242.017561
mp-989563	143.46668831936688	-125.61924	7.675995	-106.478178
mp-989565	207.88569233976227	-283.587004	8.960276	-225.890216
mp-989566	206.40394127662228	-237.645626	7.215327	-198.846224
mp-989567	107.98807917791902	-387.436771	12.153729	-223.453236
mp-989570	201.99379161629335	-159.781942	7.211508	-129.61393
mp-989571	172.62110802559923	-107.800556	5.001087	-96.020172
mp-989575	660.8458831168924	-110.934457	1.290272	-108.522659
mp-989579	189.6389457431255	-124.025297	4.697001	-107.776077
mp-989583	199.896852032965	-148.716339	5.07275	-128.072371
mp-989605	308.3835187768789	-229.111953	9.213765	-193.328445
mp-989608	179.9312938888538	-117.44918	4.26342	-106.983986
mp-989610	692.4666814090106	-122.054064	1.318703	-119.260636
mp-989616	1521.6478451329272	-87.035903	1.380705	-85.302109
mp-989618	336.6305197003044	-191.18741	6.476772	-170.514191
mp-989629	375.70197587135897	-263.712783	11.626809	-221.200808
mp-989638	995.41794973737	-20.561225	0.506689	-20.455239
mp-989639	322.2655997627796	-226.670725	7.76057	-193.833792
mp-989642	546.8195999114132	-128.963115	1.510026	-125.368509
mp-989643	811.2519369846666	-42.679547	1.216053	-42.16737
mp-9900	656.5299811385212	-7.297123	0.277226	-7.269873
mp-9915	428.36200070937883	-31.069702	0.578885	-30.814822
mp-991652	93.25401387009	-3.69495	0.295488	-3.687696
mp-991676	100.7557472184274	-2.008997	0.136163	-2.006518
mp-996941	158.43809947245248	-101.378743	11.481515	-85.441297
mp-996943	90.21684726923758	-65.482018	4.462643	-59.732958
mp-996944	66.93971284446097	-59.980822	5.415719	-51.821809
mp-996962	854.1343882711546	-65.626586	1.309053	-64.461544
mp-996983	627.6285028722913	-27.766338	1.189541	-27.503184
mp-996997	703.9620160489699	-53.049756	1.020826	-52.285744
mp-997002	741.7728676002267	-156.949507	4.645945	-148.098516
mp-997041	889.705239296774	-104.194781	2.469275	-101.311831
mp-997089	405.3485190983495	-86.819731	1.824007	-84.635448
mp-997618	75.79512396554098	-3.34993	0.044173	-3.348098
mp-998156	111.0630623044558	-153.545314	5.562401	-105.250567
mp-998198	105.0438947453695	-133.127584	8.944484	-97.509385
mp-998297	106.27669528575177	-110.619778	9.428328	-86.768768
mp-998433	287.15492010596756	-66.699554	3.721546	-60.235654
mp-998552	301.0543708871302	-245.461234	3.367466	-220.419695
mp-998599	370.50589673908325	-78.44003	3.263597	-71.688512
mp-9986	471.0003402017893	-43.337532	2.573673	-42.077427
mp-998603	250.1805730805284	-96.471764	5.070673	-77.967069
mp-998604	337.1911960130293	-155.867792	5.550899	-118.763278
mp-999498	238.44068826594426	-35.443757	0.37089	-35.312639
mp-999549	162.73786821955787	-0.175425	0.002346	-0.17542
